raw_offset,label_80_mirror,label_c0_mirror,opcode,mnemonic,operand,goal3_range,raw_bank_hi,candidate_strength,bytes,context_bytes
0x11F282,91:F282,D1:F282,0x19,"ORA abs,Y",$3036,wram_3004_303c,0x11,low_or_data_possible,19 36 30,1F 60 41 16 37 2C 17 3E 19 36 30 3D 3E 56 12 03 66 EF 40
0x11F623,91:F623,D1:F623,0xBD,"LDA abs,X",$301B,wram_3004_303c,0x11,low_or_data_possible,BD 1B 30,1D 20 34 17 0C FE 1F 1F BD 1B 30 32 1F 0C 26 2A FE 02 79
0x12012F,92:012F,D2:012F,0x59,"EOR abs,Y",$2023,wram_201e_2030,0x12,low_or_data_possible,59 23 20,34 FF 45 56 F9 17 BB 1A 59 23 20 21 86 08 22 24 00 7B 86
0x1205FF,92:05FF,D2:05FF,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,74 75 F7 48 45 2E 2F 81 2C 2D 20 FF 50 7A 7B 55 7C 7D 51
0x120685,92:0685,D2:0685,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,99 03 24 57 6B 66 7D FF 2C 2D 20 21 6E 0F 88 03 FB 14 03
0x120835,92:0835,D2:0835,0x3C,"BIT abs,X",$201F,wram_201e_2030,0x12,low_or_data_possible,3C 1F 20,68 69 3F 36 6E EB 20 3B 3C 1F 20 21 22 24 12 EF 23 3E 3D
0x120845,92:0845,D2:0845,0xBE,"LDX abs,Y",$2029,wram_201e_2030,0x12,low_or_data_possible,BE 29 20,23 3E 3D EC 03 02 06 28 BE 29 20 01 43 2A 2B 05 08 EC FD
0x120863,92:0863,D2:0863,0x7D,"ADC abs,X",$302F,wram_3004_303c,0x12,low_or_data_possible,7D 2F 30,0C 0D 1A EC 72 73 30 11 7D 2F 30 04 07 04 10 F7 11 76 9A
0x12091B,92:091B,D2:091B,0x0E,ASL abs,$3007,wram_3004_303c,0x12,low_or_data_possible,0E 07 30,06 04 BB 05 EE 50 19 0A 0E 07 30 0E DF 0C 70 EE 55 13 03
0x120CC0,92:0CC0,D2:0CC0,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,6D 44 6A 6B 4B EE FF 1B 2C 2D 20 4D 4C 51 23 BB 43 09 00
0x120CE4,92:0CE4,D2:0CE4,0xFE,"INC abs,X",$300B,wram_3004_303c,0x12,low_or_data_possible,FE 0B 30,14 00 43 EE 19 62 63 0A FE 0B 30 04 0C 0F 0C 0B 24 00 F7
0x120D8E,92:0D8E,D2:0D8E,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,51 23 2E 2F 84 85 FF 0A 2C 2D 20 21 6E 6F 23 FF 42 43 2A
0x120E8B,92:0E8B,D2:0E8B,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,27 37 F4 FC 00 72 73 FC 2C 2D 20 FF 4D 55 51 23 2E 2F 0C
0x120F10,92:0F10,D2:0F10,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,68 69 40 41 40 3F FF 0A 2C 2D 20 80 81 21 22 7F 05 20 22
0x120F2F,92:0F2F,D2:0F2F,0x0E,ASL abs,$300A,wram_3004_303c,0x12,low_or_data_possible,0E 0A 30,21 2A 2B 07 FF 04 0B 1C 0E 0A 30 0A 0B 7F 24 0E 0C 0D 0C
0x121055,92:1055,D2:1055,0xEE,INC abs,$3019,wram_3004_303c,0x12,low_or_data_possible,EE 19 30,EE 07 11 F3 F2 00 07 04 EE 19 30 03 70 02 0F 0C EF FF 00
0x121074,92:1074,D2:1074,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,24 25 33 EF 34 44 45 7F 2C 2D 20 21 9F 22 CB 07 8F 14 03
0x12114B,92:114B,D2:114B,0x0E,ASL abs,$3007,wram_3004_303c,0x12,low_or_data_possible,0E 07 30,06 F7 30 F0 0C 13 4A 01 0E 07 30 00 8F F0 DD 97 00 A8 9F
0x12121A,92:121A,D2:121A,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,24 25 33 EF 45 6C 6D 20 2C 2D 20 21 9F 22 4B 07 0F 14 03
0x12184F,92:184F,D2:184F,0x2E,ROL abs,$302F,wram_3004_303c,0x12,low_or_data_possible,2E 2F 30,10 AF 0C 48 12 DE 12 2D 2E 2F 30 8F 31 54 57 12 4B 33 33
0x1218D4,92:18D4,D2:18D4,0x0C,TSB abs,$302F,wram_3004_303c,0x12,low_or_data_possible,0C 2F 30,13 02 08 1A 18 E5 09 01 0C 2F 30 23 0A F0 17 01 30 3F 33
0x12192C,92:192C,D2:192C,0x39,"AND abs,Y",$3020,wram_3004_303c,0x12,low_or_data_possible,39 20 30,05 04 28 10 18 09 0C 1A 39 20 30 51 38 01 49 33 F9 45 05
0x122F23,92:2F23,D2:2F23,0x6E,ROR abs,$3030,wram_3004_303c,0x12,low_or_data_possible,6E 30 30,02 8C 24 25 20 22 03 38 6E 30 30 22 12 22 49 30 31 20 4D
0x123101,92:3101,D2:3101,0x7E,"ROR abs,X",$3015,wram_3004_303c,0x12,low_or_data_possible,7E 15 30,19 17 08 04 04 2F 01 1F 7E 15 30 0C 1A 18 09 01 01 3F 01
0x1238DE,92:38DE,D2:38DE,0x2C,BIT abs,$3010,wram_3004_303c,0x12,low_or_data_possible,2C 10 30,08 45 18 17 10 F6 17 01 2C 10 30 25 02 17 04 10 3B 3C 42
0x1239A7,92:39A7,D2:39A7,0x2C,BIT abs,$3010,wram_3004_303c,0x12,low_or_data_possible,2C 10 30,08 45 18 17 10 F6 17 01 2C 10 30 25 02 17 04 10 3B 3C 42
0x123D6E,92:3D6E,D2:3D6E,0x0E,ASL abs,$3022,wram_3004_303c,0x12,low_or_data_possible,0E 22 30,06 12 15 04 60 A6 15 00 0E 22 30 25 68 16 14 34 59 11 12
0x1242AC,92:42AC,D2:42AC,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,20 97 19 09 07 00 0C 04 2C 2D 20 BF 21 EE 00 31 37 46 34
0x1242E4,92:42E4,D2:42E4,0x0D,ORA abs,$3026,wram_3004_303c,0x12,low_or_data_possible,0D 26 30,FA FC 00 02 0C 00 42 06 0D 26 30 0C 0C 03 12 05 73 22 00
0x124555,92:4555,D2:4555,0x2C,BIT abs,$202D,wram_201e_2030,0x12,low_or_data_possible,2C 2D 20,0C 0D 0C 0F 0C 1E FF 0C 2C 2D 20 21 50 4D 3A CF 03 02 F4
0x1247C9,92:47C9,D2:47C9,0x0D,ORA abs,$2023,wram_201e_2030,0x12,low_or_data_possible,0D 23 20,29 00 24 26 D7 27 0F 28 0D 23 20 08 09 01 7B 39 29 2A 2A
0x124882,92:4882,D2:4882,0x2E,ROL abs,$302F,wram_3004_303c,0x12,low_or_data_possible,2E 2F 30,0C 12 00 F7 0E 01 2C 2D 2E 2F 30 E3 2D 31 01 11 00 F3 0F
0x124933,92:4933,D2:4933,0x2E,ROL abs,$302F,wram_3004_303c,0x12,low_or_data_possible,2E 2F 30,36 0E 7F 31 22 01 2C 2D 2E 2F 30 20 5F 46 0F 40 32 32 33
0x1249C6,92:49C6,D2:49C6,0x2E,ROL abs,$302F,wram_3004_303c,0x12,low_or_data_possible,2E 2F 30,12 00 C3 0E 01 2C 2D FE 2E 2F 30 31 01 11 00 C3 0F 01 32
0x124A70,92:4A70,D2:4A70,0x2E,ROL abs,$302F,wram_3004_303c,0x12,low_or_data_possible,2E 2F 30,36 22 0E 31 01 2C 2D F5 2E 2F 30 20 46 23 0F 40 32 FA 33
0x125829,92:5829,D2:5829,0xEE,INC abs,$202F,wram_201e_2030,0x12,low_or_data_possible,EE 2F 20,02 08 3C 48 0E 39 1E 4C EE 2F 20 DE 9A FF AB 00 BC FF CD
0x1258B4,92:58B4,D2:58B4,0x0E,ASL abs,$2020,wram_201e_2030,0x12,low_or_data_possible,0E 20 20,02 09 26 07 EF 29 1E 17 0E 20 20 00 00 6F 0B 00 00 0E 0A
0x128106,92:8106,D2:8106,0xFE,"INC abs,X",$301D,wram_3004_303c,0x12,low_or_data_possible,FE 1D 30,18 1A 26 2B F3 18 27 1B FE 1D 30 36 37 36 7F 64 F0 AB 64
0x128F6B,92:8F6B,D2:8F6B,0xF9,"SBC abs,Y",$2027,wram_201e_2030,0x12,low_or_data_possible,F9 27 20,00 11 A4 3F 35 EF 55 66 F9 27 20 09 93 60 2F 19 B8 A6 A3
0x129581,92:9581,D2:9581,0xBC,"LDY abs,X",$3030,wram_3004_303c,0x12,low_or_data_possible,BC 30 30,2F BF D0 FB E1 B1 36 EF BC 30 30 EF FC 0E FF 3F 00 1E 00
0x129F7C,92:9F7C,D2:9F7C,0x1E,"ASL abs,X",$3020,wram_3004_303c,0x12,low_or_data_possible,1E 20 30,28 25 28 24 97 FE 30 D7 1E 20 30 31 30 CB 0F 1A 30 7F E0
0x12A65B,92:A65B,D2:A65B,0x0C,TSB abs,$300D,wram_3004_303c,0x12,low_or_data_possible,0C 0D 30,04 F0 26 EB 09 0A 0B 13 0C 0D 30 2F 2B C6 2C 2D 13 23 24
0x12A824,92:A824,D2:A824,0x0C,TSB abs,$300D,wram_3004_303c,0x12,low_or_data_possible,0C 0D 30,04 F0 26 EA 09 0A 0B 13 0C 0D 30 2F 13 F7 2B 2C 2C 2D 19
0x12B461,92:B461,D2:B461,0xEE,INC abs,$2030,wram_201e_2030,0x12,low_or_data_possible,EE 30 20,C8 03 18 DF E0 50 4A 6B EE 30 20 21 F5 22 E9 9A 28 54 EE
0x12C34F,92:C34F,D2:C34F,0x3E,"ROL abs,X",$2026,wram_201e_2030,0x12,low_or_data_possible,3E 26 20,51 1A 11 80 4C CD B6 26 3E 26 20 57 EE AD 4C EC 4B FB 82
0x12CA38,92:CA38,D2:CA38,0xAC,LDY abs,$3009,wram_3004_303c,0x12,low_or_data_possible,AC 09 30,99 75 A2 AB 29 6D 73 C2 AC 09 30 EC 00 6D 66 D2 38 43 E0
0x12CB68,92:CB68,D2:CB68,0x0C,TSB abs,$302E,wram_3004_303c,0x12,low_or_data_possible,0C 2E 30,34 1E EE 20 40 1D 1E 71 0C 2E 30 3C 17 1E 3D 50 4B 29 4D
0x12CE7D,92:CE7D,D2:CE7D,0xAC,LDY abs,$3009,wram_3004_303c,0x12,low_or_data_possible,AC 09 30,16 B5 AB 29 6D 73 3D C2 AC 09 30 00 6D 66 D2 38 80 43 E0
0x12D0D9,92:D0D9,D2:D0D9,0xEE,INC abs,$3038,wram_3004_303c,0x12,low_or_data_possible,EE 38 30,5E 5F 76 EE BB 6B 43 43 EE 38 30 1E CC C3 3C 3D 1E FB 0F
0x12D809,92:D809,D2:D809,0xDD,"CMP abs,X",$3013,wram_3004_303c,0x12,low_or_data_possible,DD 13 30,FF 13 24 F8 35 0B 56 30 DD 13 30 51 30 D2 02 17 80 B5 01
0x12DE75,92:DE75,D2:DE75,0x2E,ROL abs,$302F,wram_3004_303c,0x12,low_or_data_possible,2E 2F 30,07 20 21 22 23 24 FF 2D 2E 2F 30 31 32 33 34 F4 35 36 37
0x13044F,93:044F,D3:044F,0x0D,ORA abs,$3010,wram_3004_303c,0x13,low_or_data_possible,0D 10 30,52 FE 30 52 08 08 02 30 0D 10 30 53 53 01 1E 11 07 24 31
0x13057F,93:057F,D3:057F,0x1D,"ORA abs,X",$2027,wram_201e_2030,0x13,low_or_data_possible,1D 27 20,21 1D 00 2F 07 2F 1F 02 1D 27 20 80 22 FC F0 31 03 2F 20
0x130606,93:0606,D3:0606,0xD9,"CMP abs,Y",$303A,wram_3004_303c,0x13,low_or_data_possible,D9 3A 30,24 01 67 F8 58 2F F0 50 D9 3A 30 D9 2E 20 42 30 1A 2D D7
0x130609,93:0609,D3:0609,0xD9,"CMP abs,Y",$202E,wram_201e_2030,0x13,low_or_data_possible,D9 2E 20,F8 58 2F F0 50 D9 3A 30 D9 2E 20 42 30 1A 2D D7 21 10 B6
0x130719,93:0719,D3:0719,0xBE,"LDX abs,Y",$301C,wram_3004_303c,0x13,low_or_data_possible,BE 1C 30,63 12 BA E8 23 64 DF 11 BE 1C 30 3D FB 3C 3A 3A 3B 58 34
0x130A39,93:0A39,D3:0A39,0x0C,TSB abs,$3033,wram_3004_303c,0x13,low_or_data_possible,0C 33 30,03 18 1B 11 C4 BB 39 0C 0C 33 30 B9 04 15 38 65 29 22 B9
0x130F72,93:0F72,D3:0F72,0xB9,"LDA abs,Y",$3008,wram_3004_303c,0x13,low_or_data_possible,B9 08 30,6F 10 F2 A6 11 D4 08 31 B9 08 30 9C 08 8C 20 72 A4 12 21
0x131490,93:1490,D3:1490,0xFE,"INC abs,X",$3022,wram_3004_303c,0x13,low_or_data_possible,FE 22 30,F9 3E F6 00 0D 1B F6 00 FE 22 30 B2 AD 25 3F 62 0B 14 B2
0x13176C,93:176C,D3:176C,0xAD,LDA abs,$301A,wram_3004_303c,0x13,low_or_data_possible,AD 1A 30,09 10 09 64 0F 60 29 3B AD 1A 30 34 20 21 00 A7 29 51 25
0x131DED,93:1DED,D3:1DED,0xCD,CMP abs,$3027,wram_3004_303c,0x13,low_or_data_possible,CD 27 30,2E 2E C0 41 00 D7 F9 13 CD 27 30 0F DE FF FF 10 FB 1E 42
0x131E13,93:1E13,D3:1E13,0x3D,"AND abs,X",$3037,wram_3004_303c,0x13,low_or_data_possible,3D 37 30,43 00 2E 23 05 37 41 11 3D 37 30 33 22 48 10 2D E0 3F 3F
0x132040,93:2040,D3:2040,0x0D,ORA abs,$2023,wram_201e_2030,0x13,low_or_data_possible,0D 23 20,33 F6 10 1D 25 00 80 64 0D 23 20 3B 14 02 2B 0B 00 3C 60
0x132267,93:2267,D3:2267,0x2E,ROL abs,$2023,wram_201e_2030,0x13,low_or_data_possible,2E 23 20,20 04 49 40 6A 0B 33 11 2E 23 20 FD 4F 30 30 63 35 0E 01
0x1322E6,93:22E6,D3:22E6,0x1C,TRB abs,$2023,wram_201e_2030,0x13,low_or_data_possible,1C 23 20,A6 97 31 26 A5 23 31 43 1C 23 20 32 43 8A 00 70 22 3F 1B
0x132318,93:2318,D3:2318,0x7D,"ADC abs,X",$3004,wram_3004_303c,0x13,low_or_data_possible,7D 04 30,03 61 6B 23 43 76 12 58 7D 04 30 2A 01 9E 01 66 E7 10 95
0x13233C,93:233C,D3:233C,0x9E,"STZ abs,X",$2028,wram_201e_2030,0x13,low_or_data_possible,9E 28 20,42 00 C0 92 22 B8 78 11 9E 28 20 94 D9 40 02 8C 7D 00 CF
0x133BCD,93:3BCD,D3:3BCD,0x0E,ASL abs,$3010,wram_3004_303c,0x13,low_or_data_possible,0E 10 30,12 C9 AE 17 08 11 11 21 0E 10 30 24 60 6A 02 63 04 51 02
0x133EE5,93:3EE5,D3:3EE5,0x8C,STY abs,$2024,wram_201e_2030,0x13,low_or_data_possible,8C 24 20,00 47 7B 21 60 23 31 12 8C 24 20 17 20 70 49 66 00 8D 2D
0x134768,93:4768,D3:4768,0x9C,STZ abs,$2022,wram_201e_2030,0x13,low_or_data_possible,9C 22 20,09 7E 62 25 04 1A D7 00 9C 22 20 9C 25 9E 40 A5 34 1F 13
0x134774,93:4774,D3:4774,0x3E,"ROL abs,X",$2022,wram_201e_2030,0x13,low_or_data_possible,3E 22 20,25 9E 40 A5 34 1F 13 21 3E 22 20 41 59 18 BA 30 13 19 F4
0x134960,93:4960,D3:4960,0x5D,"EOR abs,X",$2029,wram_201e_2030,0x13,low_or_data_possible,5D 29 20,01 EA 00 D2 10 6C 62 63 5D 29 20 1B 2F 30 F5 00 36 46 B4
0x13541A,93:541A,D3:541A,0xFD,"SBC abs,X",$3038,wram_3004_303c,0x13,low_or_data_possible,FD 38 30,CE 29 11 93 BB 10 38 93 FD 38 30 38 31 38 11 28 30 09 27
0x135E40,93:5E40,D3:5E40,0x0D,ORA abs,$2020,wram_201e_2030,0x13,low_or_data_possible,0D 20 20,BF E1 E1 F6 94 94 54 54 0D 20 20 DF D3 DE 40 BF D7 08 A0
0x136823,93:6823,D3:6823,0xDE,"DEC abs,X",$2021,wram_201e_2030,0x13,low_or_data_possible,DE 21 20,0E 9E FE 02 F3 0C D0 2F DE 21 20 FF 7B 7F 71 7F 61 63 0C
0x137202,93:7202,D3:7202,0xDD,"CMP abs,X",$2021,wram_201e_2030,0x13,low_or_data_possible,DD 21 20,FB CF 20 DF 1B D3 60 17 DD 21 20 FB E3 BE 65 B7 F7 E9 00
0x138402,93:8402,D3:8402,0xDD,"CMP abs,X",$2027,wram_201e_2030,0x13,low_or_data_possible,DD 27 20,11 78 09 00 1F 00 3B 04 DD 27 20 29 1F 7D 00 CF 5F 43 0B
0x138603,93:8603,D3:8603,0x8C,STY abs,$2021,wram_201e_2030,0x13,low_or_data_possible,8C 21 20,97 00 9D 0A FC A4 8C 20 8C 21 20 A2 70 9F FF 73 00 72 00
0x1391B2,93:91B2,D3:91B2,0xFD,"SBC abs,X",$3006,wram_3004_303c,0x13,low_or_data_possible,FD 06 30,00 3A 0D F6 4D ED 2C 0D FD 06 30 F6 F6 03 06 06 E0 D3 6C
0x13B440,93:B440,D3:B440,0x19,"ORA abs,Y",$201F,wram_201e_2030,0x13,low_or_data_possible,19 1F 20,D0 FF 30 00 F7 8F 0F 10 19 1F 20 2F 77 3F 3F 20 3F 1F 1F
0x13BA6E,93:BA6E,D3:BA6E,0x0C,TSB abs,$3010,wram_3004_303c,0x13,low_or_data_possible,0C 10 30,F7 20 E7 2C EF FF E7 18 0C 10 30 08 04 18 FF 28 10 14 08
0x13EDD5,93:EDD5,D3:EDD5,0x0C,TSB abs,$2030,wram_201e_2030,0x13,low_or_data_possible,0C 30 20,83 8E C1 95 CA A5 FA AA 0C 30 20 26 AA 34 30 20 00 EF D6
0x14070E,94:070E,D4:070E,0x7D,"ADC abs,X",$201F,wram_201e_2030,0x14,low_or_data_possible,7D 1F 20,F0 0F 80 43 FF 00 07 02 7D 1F 20 70 8C CA FF FF EF AF B5
0x1411B8,94:11B8,D4:11B8,0xCE,DEC abs,$3030,wram_3004_303c,0x14,low_or_data_possible,CE 30 30,E1 8D FF 66 9E 10 6E E8 CE 30 30 C2 A7 00 76 EB F0 01 F6
0x141B95,94:1B95,D4:1B95,0x1C,TRB abs,$3007,wram_3004_303c,0x14,low_or_data_possible,1C 07 30,00 00 60 0C FF 80 36 40 1C 07 30 06 04 FF 43 BC 30 CF 34
0x141BD5,94:1BD5,D4:1BD5,0x0C,TSB abs,$300D,wram_3004_303c,0x14,low_or_data_possible,0C 0D 30,00 00 30 10 40 00 06 FF 0C 0D 30 00 32 20 03 02 FD 00 FF
0x141DE5,94:1DE5,D4:1DE5,0x0C,TSB abs,$3018,wram_3004_303c,0x14,low_or_data_possible,0C 18 30,B0 80 60 00 C0 80 AA 06 0C 18 30 AA 60 C0 80 00 FB CC 3B
0x141E26,94:1E26,D4:1E26,0x0C,TSB abs,$3018,wram_3004_303c,0x14,low_or_data_possible,0C 18 30,C0 B0 80 70 00 E0 AA 06 0C 18 30 AA 60 C0 80 40 F0 FF 00
0x142128,94:2128,D4:2128,0x3C,"BIT abs,X",$3038,wram_3004_303c,0x14,low_or_data_possible,3C 38 30,40 F0 00 E0 00 EA 3E 00 3C 38 30 A0 20 00 01 0F 77 13 02
0x1427F3,94:27F3,D4:27F3,0x0C,TSB abs,$3037,wram_3004_303c,0x14,low_or_data_possible,0C 37 30,08 01 04 00 02 01 FE 6F 0C 37 30 1B 00 0D AA 06 03 01 00
0x143B0C,94:3B0C,D4:3B0C,0x5D,"EOR abs,X",$2030,wram_201e_2030,0x14,low_or_data_possible,5D 30 20,D7 74 50 00 00 EA FF 00 5D 30 20 AB 28 8B AF 00 FF 00 08
0x144F99,94:4F99,D4:4F99,0x0C,TSB abs,$2021,wram_201e_2030,0x14,low_or_data_possible,0C 21 20,FE DF BC 22 72 D7 2A DF 0C 21 20 2B 29 21 01 00 E8 00 FF
0x146A83,94:6A83,D4:6A83,0x7D,"ADC abs,X",$301F,wram_3004_303c,0x14,low_or_data_possible,7D 1F 30,C7 C0 C3 55 FF 00 F8 FF 7D 1F 30 FF 00 FC 07 8A FF 07 00
0x147265,94:7265,D4:7265,0xBE,"LDX abs,Y",$3024,wram_3004_303c,0x14,low_or_data_possible,BE 24 30,A6 40 B1 AA 04 4C 7F 33 BE 24 30 80 39 C0 3F FF 10 F0 E0
0x14870D,94:870D,D4:870D,0x9C,STZ abs,$300F,wram_3004_303c,0x14,low_or_data_possible,9C 0F 30,C0 1D 40 2D 01 4E FF 03 9C 0F 30 07 78 03 7C FE FE 7F EC
0x149EA3,94:9EA3,D4:9EA3,0xAC,LDY abs,$2028,wram_201e_2030,0x14,low_or_data_possible,AC 28 20,88 88 94 93 FF C9 C6 B2 AC 28 20 29 21 FF CE 31 8F 70 88
0x14DA31,94:DA31,D4:DA31,0xFE,"INC abs,X",$302F,wram_3004_303c,0x14,low_or_data_possible,FE 2F 30,33 00 DB CC 00 1F AC FA FE 2F 30 07 DB C8 07 3F A2 00 01
0x14DB6B,94:DB6B,D4:DB6B,0xEE,INC abs,$300A,wram_3004_303c,0x14,low_or_data_possible,EE 0A 30,DE 33 00 CC 7F 12 B0 B7 EE 0A 30 FA FE 2F 02 FE FC BB FE
0x14E5E7,94:E5E7,D4:E5E7,0x0C,TSB abs,$3013,wram_3004_303c,0x14,low_or_data_possible,0C 13 30,01 04 04 02 43 B8 30 FC 0C 13 30 4F C0 3F 31 DB 13 7F C8
0x14E8F3,94:E8F3,D4:E8F3,0xFE,"INC abs,X",$202F,wram_201e_2030,0x14,low_or_data_possible,FE 2F 20,3A 80 C0 0F 20 3F 00 07 FE 2F 20 EF 20 60 2F A0 4B F5 36
0x14F331,94:F331,D4:F331,0xFE,"INC abs,X",$302A,wram_3004_303c,0x14,low_or_data_possible,FE 2A 30,31 CE FC 0E F9 FC 03 00 FE 2A 30 3A 73 5F 00 FE 07 F8 80
0x14FABB,94:FABB,D4:FABB,0x7E,"ROR abs,X",$300F,wram_3004_303c,0x14,low_or_data_possible,7E 0F 30,2E 0F C3 0C FF 00 C0 50 7E 0F 30 3C 00 00 BF E0 01 C0 70
0x14FED8,94:FED8,D4:FED8,0x2D,AND abs,$300E,wram_3004_303c,0x14,low_or_data_possible,2D 0E 30,C0 00 00 FB 01 03 1E 10 2D 0E 30 81 00 03 7C 1D 0F 2F 3F
0x14FEE7,94:FEE7,D4:FEE7,0xFE,"INC abs,X",$2020,wram_201e_2030,0x14,low_or_data_possible,FE 20 20,1D 0F 2F 3F 7F C0 00 00 FE 20 20 30 38 10 1C 18 C1 00 00
0x1501CD,95:01CD,D5:01CD,0x1C,TRB abs,$2023,wram_201e_2030,0x15,low_or_data_possible,1C 23 20,6F 4F 60 50 7F 7F EC 22 1C 23 20 1F 3F 3F 00 22 1C 3F 00
0x150E2D,95:0E2D,D5:0E2D,0xF9,"SBC abs,Y",$3020,wram_3004_303c,0x15,low_or_data_possible,F9 20 30,03 07 02 0E FF 04 16 18 F9 20 30 C0 C8 A0 08 00 00 EF 46
0x1529C2,95:29C2,D5:29C2,0x8E,STX abs,$3010,wram_3004_303c,0x15,low_or_data_possible,8E 10 30,80 80 00 C3 08 0F 18 1F 8E 10 30 3F 20 C3 08 F8 10 F0 0C
0x1537C7,95:37C7,D5:37C7,0xFD,"SBC abs,X",$202F,wram_201e_2030,0x15,low_or_data_possible,FD 2F 20,02 00 01 29 18 E8 03 AF FD 2F 20 C0 C1 30 FF 8F 3E CB 22
0x153B83,95:3B83,D5:3B83,0x7E,"ROR abs,X",$2026,wram_201e_2030,0x15,low_or_data_possible,7E 26 20,03 91 36 F0 5F E0 3E 01 7E 26 20 25 24 F4 23 E0 2F B5 32
0x154297,95:4297,D5:4297,0x0D,ORA abs,$3038,wram_3004_303c,0x15,low_or_data_possible,0D 38 30,12 97 FA 00 71 80 0F F0 0D 38 30 50 E7 1E FE 70 8C 20 11
0x156B26,95:6B26,D5:6B26,0x1C,TRB abs,$3018,wram_3004_303c,0x15,low_or_data_possible,1C 18 30,20 E0 40 A0 C0 00 AA 0E 1C 18 30 A2 20 40 00 82 00 01 EF
0x158167,95:8167,D5:8167,0x0C,TSB abs,$2020,wram_201e_2030,0x15,low_or_data_possible,0C 20 20,96 D0 A8 E0 D0 C8 30 67 0C 20 20 FF BF D0 FB 00 E1 FE 02
0x159B9E,95:9B9E,D5:9B9E,0x1E,"ASL abs,X",$202F,wram_201e_2030,0x15,low_or_data_possible,1E 2F 20,D3 2C F0 07 03 77 0C 00 1E 2F 20 CF 7E C7 00 C3 08 E0 0C
0x15BE36,95:BE36,D5:BE36,0xAE,LDX abs,$2020,wram_201e_2030,0x15,low_or_data_possible,AE 20 20,08 00 00 00 00 00 77 EE AE 20 20 51 EC 00 52 01 FF 95 01
0x15C334,95:C334,D5:C334,0x7D,"ADC abs,X",$300F,wram_3004_303c,0x15,low_or_data_possible,7D 0F 30,0E E9 83 FF 0C A0 6B A0 7D 0F 30 C0 FF 0F 20 80 13 C0 10
0x15DE57,95:DE57,D5:DE57,0x39,"AND abs,Y",$3019,wram_3004_303c,0x15,low_or_data_possible,39 19 30,66 19 C3 3C 71 00 C6 BC 39 19 30 0F 1E 01 1D 10 22 07 28
0x15F0AC,95:F0AC,D5:F0AC,0xDE,"DEC abs,X",$3020,wram_3004_303c,0x15,low_or_data_possible,DE 20 30,3F 5B DA BF D7 01 00 51 DE 20 30 9F 80 45 32 46 AF AE 10
0x15F44F,95:F44F,D5:F44F,0x19,"ORA abs,Y",$3004,wram_3004_303c,0x15,low_or_data_possible,19 04 30,27 36 08 13 09 FF 12 05 19 04 30 0E 60 1F FF 0E 0A 1E 06
0x15FEFD,95:FEFD,D5:FEFD,0x7E,"ROR abs,X",$2021,wram_201e_2030,0x15,low_or_data_possible,7E 21 20,CD F5 1A FB FF A0 C1 00 7E 21 20 C1 04 00 00 FF DA 7D D2
0x160978,96:0978,D6:0978,0x1C,TRB abs,$2020,wram_201e_2030,0x16,low_or_data_possible,1C 20 20,15 EE FF 68 40 A5 24 15 1C 20 20 FF A0 00 32 22 04 C4 0E
0x161B47,96:1B47,D6:1B47,0x0D,ORA abs,$2020,wram_201e_2030,0x16,low_or_data_possible,0D 20 20,D1 40 D9 D0 0E 08 81 81 0D 20 20 00 FF 60 40 F0 D0 F9 08
0x161D85,96:1D85,D6:1D85,0xFD,"SBC abs,X",$2030,wram_201e_2030,0x16,low_or_data_possible,FD 30 20,24 00 3E 2C 08 28 00 10 FD 30 20 10 00 18 08 00 1E 08 10
0x16451F,96:451F,D6:451F,0xDE,"DEC abs,X",$2021,wram_201e_2030,0x16,low_or_data_possible,DE 21 20,0C F3 EC DF 24 DF 28 FD DE 21 20 20 12 12 DF 00 00 FE 08
0x164846,96:4846,D6:4846,0x1E,"ASL abs,X",$3038,wram_3004_303c,0x16,low_or_data_possible,1E 38 30,FD FE FE F9 EA F6 AA 8F 1E 38 30 A2 11 00 01 FF E7 00 DB
0x164B6E,96:4B6E,D6:4B6E,0x0C,TSB abs,$2030,wram_201e_2030,0x16,low_or_data_possible,0C 30 20,87 AA E3 0B C7 23 FF EC 0C 30 20 D8 50 F1 11 FF FE 09 FB
0x16562E,96:562E,D6:562E,0xFD,"SBC abs,X",$3018,wram_3004_303c,0x16,low_or_data_possible,FD 18 30,00 CF 01 02 7F BA 79 30 FD 18 30 B7 14 F9 17 00 03 02 03
0x1656E9,96:56E9,D6:56E9,0x1D,"ORA abs,X",$302A,wram_3004_303c,0x16,low_or_data_possible,1D 2A 30,EE 13 C3 20 04 CC 03 08 1D 2A 30 18 10 F1 F1 09 2F A4 1D
