raw_offset,label_80_mirror,label_c0_mirror,opcode,mnemonic,operand,goal3_range,raw_bank_hi,candidate_strength,bytes,context_bytes
0x1B2484,9B:2484,DB:2484,0xEE,INC abs,$3036,wram_3004_303c,0x1B,low_or_data_possible,EE 36 30,F0 43 88 03 2D BB F2 1E EE 36 30 78 12 CA DF F6 63 EB D0
0x1B2EF4,9B:2EF4,DB:2EF4,0xFE,"INC abs,X",$201E,wram_201e_2030,0x1B,low_or_data_possible,FE 1E 20,FF 1E 10 B2 DD 2E 6D 04 FE 1E 20 D1 C2 10 1E 1F D2 C2 F1
0x1B337D,9B:337D,DB:337D,0x3E,"ROL abs,X",$303C,wram_3004_303c,0x1B,low_or_data_possible,3E 3C 30,F0 01 F2 B2 F0 0F 1E 2F 3E 3C 30 F0 A2 EE 5E 11 1F 0D 10
0x1B34E3,9B:34E3,DB:34E3,0xCE,DEC abs,$2021,wram_201e_2030,0x1B,low_or_data_possible,CE 21 20,00 EF F2 2C 51 A2 FE E4 CE 21 20 21 EF 1F A2 DF 1F D2 12
0x1B3562,9B:3562,DB:3562,0x2C,BIT abs,$2020,wram_201e_2030,0x1B,low_or_data_possible,2C 20 20,94 02 D0 1D A2 1C 3F B4 2C 20 20 E1 10 A2 D1 3E 22 00 F1
0x1B35AA,9B:35AA,DB:35AA,0x5D,"EOR abs,X",$301E,wram_3004_303c,0x1B,low_or_data_possible,5D 1E 30,03 FF 0F 10 92 D1 61 D4 5D 1E 30 0B 31 92 B2 01 2C 33 E3
0x1B39F4,9B:39F4,DB:39F4,0x5D,"EOR abs,X",$301E,wram_3004_303c,0x1B,low_or_data_possible,5D 1E 30,F2 EE FE 00 92 E1 50 D4 5D 1E 30 0B 31 92 B2 01 2C 33 E3
0x1B42FF,9B:42FF,DB:42FF,0xCD,CMP abs,$2023,wram_201e_2030,0x1B,low_or_data_possible,CD 23 20,54 1D AA D1 1D AD 36 2E CD 23 20 AA 22 1D E0 FE 02 11 EB
0x1B4480,9B:4480,DB:4480,0xCE,DEC abs,$3012,wram_3004_303c,0x1B,low_or_data_possible,CE 12 30,1D B2 62 EC BA E0 34 1D CE 12 30 EE 12 AA 0B D1 44 2E E0
0x1B4572,9B:4572,DB:4572,0xDE,"DEC abs,X",$3023,wram_3004_303c,0x1B,low_or_data_possible,DE 23 30,1F E1 42 EC D0 BA 33 1E DE 23 30 ED E1 21 AA DC 05 40 FC
0x1B4707,9B:4707,DB:4707,0xCE,DEC abs,$2022,wram_201e_2030,0x1B,low_or_data_possible,CE 22 20,13 1D BF 34 0F BA 02 2E CE 22 20 FD E1 21 BA 01 0F 00 01
0x1B7032,9B:7032,DB:7032,0xFD,"SBC abs,X",$3004,wram_3004_303c,0x1B,low_or_data_possible,FD 04 30,11 B1 9A DF 01 22 1F EC FD 04 30 8A 5D BC F2 14 23 30 FD
0x1B7C99,9B:7C99,DB:7C99,0xEE,INC abs,$3004,wram_3004_303c,0x1B,low_or_data_possible,EE 04 30,27 6E AE 34 BA 1E EF 10 EE 04 30 D0 23 BA 1D DF 1F EE 14
0x1B811B,9B:811B,DB:811B,0xCD,CMP abs,$2022,wram_201e_2030,0x1B,low_or_data_possible,CD 22 20,3E CD C2 25 31 CD 23 31 CD 22 20 C2 FF EF 32 11 ED 12 10
0x1B8174,9B:8174,DB:8174,0xBC,"LDY abs,X",$3024,wram_3004_303c,0x1B,low_or_data_possible,BC 24 30,43 FA C1 B6 20 DB 25 11 BC 24 30 BC B2 D1 54 EB D1 54 EB
0x1B85DB,9B:85DB,DB:85DB,0x1D,"ORA abs,X",$3010,wram_3004_303c,0x1B,low_or_data_possible,1D 10 30,D3 40 0F F1 FC 30 FF 01 1D 10 30 2A 61 F3 2B 14 F0 F0 0F
0x1B864E,9B:864E,DB:864E,0xEE,INC abs,$2021,wram_201e_2030,0x1B,low_or_data_possible,EE 21 20,27 63 FE 8A DD E3 52 10 EE 21 20 11 9A FE EF E0 01 41 43
0x1B8B17,9B:8B17,DB:8B17,0x2D,AND abs,$202F,wram_201e_2030,0x1B,low_or_data_possible,2D 2F 20,33 42 4A 55 35 04 E2 4A 2D 2F 20 7A 0F FF ED CD CD F2 24
0x1B938E,9B:938E,DB:938E,0xCE,DEC abs,$2024,wram_201e_2030,0x1B,low_or_data_possible,CE 24 20,31 FC E3 2F 7A 25 50 BB CE 24 20 DC 03 7A 11 44 2D BC E0
0x1B95B1,9B:95B1,DB:95B1,0xDE,"DEC abs,X",$3024,wram_3004_303c,0x1B,low_or_data_possible,DE 24 30,E2 42 EC 24 21 31 8A 0D DE 24 30 FF 01 02 2E 86 DE 11 FF
0x1B99AE,9B:99AE,DB:99AE,0xFE,"INC abs,X",$3004,wram_3004_303c,0x1B,low_or_data_possible,FE 04 30,40 F4 7A 61 D1 32 01 01 FE 04 30 7A FF E1 32 11 D9 B1 44
0x1B9E19,9B:9E19,DB:9E19,0xBD,"LDA abs,X",$3013,wram_3004_303c,0x1B,low_or_data_possible,BD 13 30,FE DC DF 12 1F 6A BC DD BD 13 30 F1 FF 01 6A 10 FF 10 FF
0x1B9E36,9B:9E36,DB:9E36,0xFE,"INC abs,X",$3014,wram_3004_303c,0x1B,low_or_data_possible,FE 14 30,12 44 20 7A 11 31 0E 0F FE 14 30 F1 7A 22 32 0E CD 02 22
0x1BBCB2,9B:BCB2,DB:BCB2,0xFD,"SBC abs,X",$3004,wram_3004_303c,0x1B,low_or_data_possible,FD 04 30,11 B1 9A DF 01 22 1F EC FD 04 30 8A 5D BC F2 14 23 30 FD
0x1BC6DF,9B:C6DF,DB:C6DF,0xDE,"DEC abs,X",$3014,wram_3004_303c,0x1B,low_or_data_possible,DE 14 30,40 0F EE 01 02 21 EF 78 DE 14 30 FD 0E 01 12 11 68 BA D2
0x1BCAAB,9B:CAAB,DB:CAAB,0x2D,AND abs,$3020,wram_3004_303c,0x1B,low_or_data_possible,2D 20 30,EF 1C F1 2F 20 F1 C2 A8 2D 20 30 D3 2E D2 1B 21 A8 1D EF
0x1BDC52,9B:DC52,DB:DC52,0x5D,"EOR abs,X",$302D,wram_3004_303c,0x1B,low_or_data_possible,5D 2D 30,C0 FF FD DC AA F2 86 BB 5D 2D 30 FA 21 A3 F4 96 20 21 DF
0x1BE441,9B:E441,DB:E441,0xFD,"SBC abs,X",$3022,wram_3004_303c,0x1B,low_or_data_possible,FD 22 30,26 1F 03 3F B0 12 0E 42 FD 22 30 D5 50 10 CD E2 31 00 26
0x1BE4C6,9B:E4C6,DB:E4C6,0xBE,"LDX abs,Y",$301D,wram_3004_303c,0x1B,low_or_data_possible,BE 1D 30,0E DC 26 32 0F EE CE EF BE 1D 30 36 C0 0F FF 1F EE 01 E0
0x1BE507,9B:E507,DB:E507,0xDD,"CMP abs,X",$3036,wram_3004_303c,0x1B,low_or_data_possible,DD 36 30,26 3B EE 20 EE F2 D1 FE DD 36 30 C0 12 ED 20 DE 10 02 36
0x1BE60C,9B:E60C,DB:E60C,0x1E,"ASL abs,X",$2026,wram_201e_2030,0x1B,low_or_data_possible,1E 26 20,26 11 C0 4D F3 FE E2 00 1E 26 20 E0 0C 14 E4 DC 5E 04 26
0x1BE674,9B:E674,DB:E674,0xEE,INC abs,$3004,wram_3004_303c,0x1B,low_or_data_possible,EE 04 30,27 6E AE 34 BA 1E EF 10 EE 04 30 D0 23 BA 1D DF 1F EE 14
0x1BF7F8,9B:F7F8,DB:F7F8,0xCD,CMP abs,$2022,wram_201e_2030,0x1B,low_or_data_possible,CD 22 20,3E CD C2 25 31 CD 23 31 CD 22 20 C2 FF EF 32 11 ED 12 10
0x1BF851,9B:F851,DB:F851,0xBC,"LDY abs,X",$3024,wram_3004_303c,0x1B,low_or_data_possible,BC 24 30,43 FA C1 B6 20 DB 25 11 BC 24 30 BC B2 D1 54 EB D1 54 EB
0x1BFF4F,9B:FF4F,DB:FF4F,0xEE,INC abs,$201E,wram_201e_2030,0x1B,low_or_data_possible,EE 1E 20,32 50 72 20 6A 0E 0F B1 EE 1E 20 E0 1F 5A 13 11 15 1A 0B
0x1BFF72,9B:FF72,DB:FF72,0x0C,TSB abs,$303C,wram_3004_303c,0x1B,low_or_data_possible,0C 3C 30,22 3F 11 FD FD 5A 2E FD 0C 3C 30 00 22 10 5A DB CD 0E E2
0x1C00D9,9C:00D9,DC:00D9,0xCD,CMP abs,$3014,wram_3004_303c,0x1C,low_or_data_possible,CD 14 30,FC CF 44 1D BE 45 AA 1E CD 14 30 CB 04 42 DA AA E4 53 EB
0x1C00EE,9C:00EE,DC:00EE,0xBE,"LDX abs,Y",$3014,wram_3004_303c,0x1C,low_or_data_possible,BE 14 30,0B C0 35 AA 2D BF 24 3E BE 14 30 CD AA F3 51 DC E1 43 EB
0x1C0119,9C:0119,DC:0119,0xCE,DEC abs,$3013,wram_3004_303c,0x1C,low_or_data_possible,CE 13 30,1C C0 33 1E CE AA 34 2E CE 13 30 CB F3 52 AA DB E2 53 EC
0x1C012E,9C:012E,DC:012E,0xCD,CMP abs,$3014,wram_3004_303c,0x1C,low_or_data_possible,CD 14 30,0D DF AA 34 2E CE 14 3F CD 14 30 AA DD 03 31 ED E2 32 FD
0x1C0196,9C:0196,DC:0196,0xDE,"DEC abs,X",$3023,wram_3004_303c,0x1C,low_or_data_possible,DE 23 30,D9 B1 65 FA AE 36 9A 2E DE 23 30 ED 03 31 ED 9A E2 43 0E
0x1C0322,9C:0322,DC:0322,0xBD,"LDA abs,X",$2023,wram_201e_2030,0x1C,low_or_data_possible,BD 23 20,66 66 55 67 65 33 AA 0E BD 23 20 0F 0F 0F FF 7A CC AA AB
0x1C03F9,9C:03F9,DC:03F9,0xBE,"LDX abs,Y",$2023,wram_201e_2030,0x1C,low_or_data_possible,BE 23 20,22 11 22 11 21 11 0A AA BE 23 20 F0 0F FF 0F FF 9A 0F EE
0x1C0593,9C:0593,DC:0593,0x2D,AND abs,$202F,wram_201e_2030,0x1C,low_or_data_possible,2D 2F 20,33 42 4A 55 35 04 E2 4A 2D 2F 20 7A 0F FF ED CD CD F2 24
0x1C0BF4,9C:0BF4,DC:0BF4,0xDD,"CMP abs,X",$3025,wram_3004_303c,0x1C,low_or_data_possible,DD 25 30,02 FE 13 11 EC F4 20 AA DD 25 30 EA E4 6F CE E4 A6 36 4D
0x1C12B7,9C:12B7,DC:12B7,0xCE,DEC abs,$2024,wram_201e_2030,0x1C,low_or_data_possible,CE 24 20,31 FC E3 2F 7A 25 50 BB CE 24 20 DC 03 7A 11 44 2D BC E0
0x1C3112,9C:3112,DC:3112,0xFD,"SBC abs,X",$3004,wram_3004_303c,0x1C,low_or_data_possible,FD 04 30,11 B1 9A DF 01 22 1F EC FD 04 30 8A 5D BC F2 14 23 30 FD
0x1C3746,9C:3746,DC:3746,0xDE,"DEC abs,X",$3014,wram_3004_303c,0x1C,low_or_data_possible,DE 14 30,40 0F EE 01 02 21 EF 78 DE 14 30 FD 0E 01 12 11 68 BA D2
0x1C3F17,9C:3F17,DC:3F17,0xEE,INC abs,$3004,wram_3004_303c,0x1C,low_or_data_possible,EE 04 30,27 6E AE 34 BA 1E EF 10 EE 04 30 D0 23 BA 1D DF 1F EE 14
0x1C4AE0,9C:4AE0,DC:4AE0,0xCD,CMP abs,$2022,wram_201e_2030,0x1C,low_or_data_possible,CD 22 20,3E CD C2 25 31 CD 23 31 CD 22 20 C2 FF EF 32 11 ED 12 10
0x1C4B39,9C:4B39,DC:4B39,0xBC,"LDY abs,X",$3024,wram_3004_303c,0x1C,low_or_data_possible,BC 24 30,43 FA C1 B6 20 DB 25 11 BC 24 30 BC B2 D1 54 EB D1 54 EB
0x1C5237,9C:5237,DC:5237,0xEE,INC abs,$201E,wram_201e_2030,0x1C,low_or_data_possible,EE 1E 20,32 50 72 20 6A 0E 0F B1 EE 1E 20 E0 1F 5A 13 11 15 1A 0B
0x1C525A,9C:525A,DC:525A,0x0C,TSB abs,$303C,wram_3004_303c,0x1C,low_or_data_possible,0C 3C 30,22 3F 11 FD FD 5A 2E FD 0C 3C 30 00 22 10 5A DB CD 0E E2
0x1C53C1,9C:53C1,DC:53C1,0xCD,CMP abs,$3014,wram_3004_303c,0x1C,low_or_data_possible,CD 14 30,FC CF 44 1D BE 45 AA 1E CD 14 30 CB 04 42 DA AA E4 53 EB
0x1C53D6,9C:53D6,DC:53D6,0xBE,"LDX abs,Y",$3014,wram_3004_303c,0x1C,low_or_data_possible,BE 14 30,0B C0 35 AA 2D BF 24 3E BE 14 30 CD AA F3 51 DC E1 43 EB
0x1C5401,9C:5401,DC:5401,0xCE,DEC abs,$3013,wram_3004_303c,0x1C,low_or_data_possible,CE 13 30,1C C0 33 1E CE AA 34 2E CE 13 30 CB F3 52 AA DB E2 53 EC
0x1C5416,9C:5416,DC:5416,0xCD,CMP abs,$3014,wram_3004_303c,0x1C,low_or_data_possible,CD 14 30,0D DF AA 34 2E CE 14 3F CD 14 30 AA DD 03 31 ED E2 32 FD
0x1C547E,9C:547E,DC:547E,0xDE,"DEC abs,X",$3023,wram_3004_303c,0x1C,low_or_data_possible,DE 23 30,D9 B1 65 FA AE 36 9A 2E DE 23 30 ED 03 31 ED 9A E2 43 0E
0x1C5594,9C:5594,DC:5594,0xEE,INC abs,$3013,wram_3004_303c,0x1C,low_or_data_possible,EE 13 30,13 46 1B BF 12 2F FF 9A EE 13 30 F1 1D CE 24 2D 9A E1 1F
0x1C5942,9C:5942,DC:5942,0x1D,"ORA abs,X",$3010,wram_3004_303c,0x1C,low_or_data_possible,1D 10 30,D3 40 0F F1 FC 30 FF 01 1D 10 30 2A 61 F3 2B 14 F0 F0 0F
0x1C5F94,9C:5F94,DC:5F94,0xEE,INC abs,$2021,wram_201e_2030,0x1C,low_or_data_possible,EE 21 20,27 63 FE 8A DD E3 52 10 EE 21 20 11 9A FE EF E0 01 41 43
0x1C97F5,9C:97F5,DC:97F5,0x5D,"EOR abs,X",$302D,wram_3004_303c,0x1C,low_or_data_possible,5D 2D 30,C0 FF FD DC AA F2 86 BB 5D 2D 30 FA 21 A3 F4 96 20 21 DF
0x1C9FE4,9C:9FE4,DC:9FE4,0xFD,"SBC abs,X",$3022,wram_3004_303c,0x1C,low_or_data_possible,FD 22 30,26 1F 03 3F B0 12 0E 42 FD 22 30 D5 50 10 CD E2 31 00 26
0x1CA069,9C:A069,DC:A069,0xBE,"LDX abs,Y",$301D,wram_3004_303c,0x1C,low_or_data_possible,BE 1D 30,0E DC 26 32 0F EE CE EF BE 1D 30 36 C0 0F FF 1F EE 01 E0
0x1CA0AA,9C:A0AA,DC:A0AA,0xDD,"CMP abs,X",$3036,wram_3004_303c,0x1C,low_or_data_possible,DD 36 30,26 3B EE 20 EE F2 D1 FE DD 36 30 C0 12 ED 20 DE 10 02 36
0x1CA1AF,9C:A1AF,DC:A1AF,0x1E,"ASL abs,X",$2026,wram_201e_2030,0x1C,low_or_data_possible,1E 26 20,26 11 C0 4D F3 FE E2 00 1E 26 20 E0 0C 14 E4 DC 5E 04 26
0x1CA23D,9C:A23D,DC:A23D,0xCD,CMP abs,$2022,wram_201e_2030,0x1C,low_or_data_possible,CD 22 20,3E CD C2 25 31 CD 23 31 CD 22 20 C2 FF EF 32 11 ED 12 10
0x1CA296,9C:A296,DC:A296,0xBC,"LDY abs,X",$3024,wram_3004_303c,0x1C,low_or_data_possible,BC 24 30,43 FA C1 B6 20 DB 25 11 BC 24 30 BC B2 D1 54 EB D1 54 EB
0x1CA994,9C:A994,DC:A994,0xEE,INC abs,$201E,wram_201e_2030,0x1C,low_or_data_possible,EE 1E 20,32 50 72 20 6A 0E 0F B1 EE 1E 20 E0 1F 5A 13 11 15 1A 0B
0x1CA9B7,9C:A9B7,DC:A9B7,0x0C,TSB abs,$303C,wram_3004_303c,0x1C,low_or_data_possible,0C 3C 30,22 3F 11 FD FD 5A 2E FD 0C 3C 30 00 22 10 5A DB CD 0E E2
0x1CAB1E,9C:AB1E,DC:AB1E,0xCD,CMP abs,$3014,wram_3004_303c,0x1C,low_or_data_possible,CD 14 30,FC CF 44 1D BE 45 AA 1E CD 14 30 CB 04 42 DA AA E4 53 EB
0x1CAB33,9C:AB33,DC:AB33,0xBE,"LDX abs,Y",$3014,wram_3004_303c,0x1C,low_or_data_possible,BE 14 30,0B C0 35 AA 2D BF 24 3E BE 14 30 CD AA F3 51 DC E1 43 EB
0x1CAB5E,9C:AB5E,DC:AB5E,0xCE,DEC abs,$3013,wram_3004_303c,0x1C,low_or_data_possible,CE 13 30,1C C0 33 1E CE AA 34 2E CE 13 30 CB F3 52 AA DB E2 53 EC
0x1CAB73,9C:AB73,DC:AB73,0xCD,CMP abs,$3014,wram_3004_303c,0x1C,low_or_data_possible,CD 14 30,0D DF AA 34 2E CE 14 3F CD 14 30 AA DD 03 31 ED E2 32 FD
0x1CABDB,9C:ABDB,DC:ABDB,0xDE,"DEC abs,X",$3023,wram_3004_303c,0x1C,low_or_data_possible,DE 23 30,D9 B1 65 FA AE 36 9A 2E DE 23 30 ED 03 31 ED 9A E2 43 0E
0x1CACF1,9C:ACF1,DC:ACF1,0xEE,INC abs,$3013,wram_3004_303c,0x1C,low_or_data_possible,EE 13 30,13 46 1B BF 12 2F FF 9A EE 13 30 F1 1D CE 24 2D 9A E1 1F
0x1CB09F,9C:B09F,DC:B09F,0x1D,"ORA abs,X",$3010,wram_3004_303c,0x1C,low_or_data_possible,1D 10 30,D3 40 0F F1 FC 30 FF 01 1D 10 30 2A 61 F3 2B 14 F0 F0 0F
0x1CB74C,9C:B74C,DC:B74C,0x2D,AND abs,$202F,wram_201e_2030,0x1C,low_or_data_possible,2D 2F 20,33 42 4A 55 35 04 E2 4A 2D 2F 20 7A 0F FF ED CD CD F2 24
0x1CF9D7,9C:F9D7,DC:F9D7,0x5D,"EOR abs,X",$302D,wram_3004_303c,0x1C,low_or_data_possible,5D 2D 30,C0 FF FD DC AA F2 86 BB 5D 2D 30 FA 21 A3 F4 96 20 21 DF
0x1D01C6,9D:01C6,DD:01C6,0xFD,"SBC abs,X",$3022,wram_3004_303c,0x1D,low_or_data_possible,FD 22 30,26 1F 03 3F B0 12 0E 42 FD 22 30 D5 50 10 CD E2 31 00 26
0x1D024B,9D:024B,DD:024B,0xBE,"LDX abs,Y",$301D,wram_3004_303c,0x1D,low_or_data_possible,BE 1D 30,0E DC 26 32 0F EE CE EF BE 1D 30 36 C0 0F FF 1F EE 01 E0
0x1D028C,9D:028C,DD:028C,0xDD,"CMP abs,X",$3036,wram_3004_303c,0x1D,low_or_data_possible,DD 36 30,26 3B EE 20 EE F2 D1 FE DD 36 30 C0 12 ED 20 DE 10 02 36
0x1D0391,9D:0391,DD:0391,0x1E,"ASL abs,X",$2026,wram_201e_2030,0x1D,low_or_data_possible,1E 26 20,26 11 C0 4D F3 FE E2 00 1E 26 20 E0 0C 14 E4 DC 5E 04 26
0x1D11D3,9D:11D3,DD:11D3,0xEE,INC abs,$201E,wram_201e_2030,0x1D,low_or_data_possible,EE 1E 20,32 50 72 20 6A 0E 0F B1 EE 1E 20 E0 1F 5A 13 11 15 1A 0B
0x1D11F6,9D:11F6,DD:11F6,0x0C,TSB abs,$303C,wram_3004_303c,0x1D,low_or_data_possible,0C 3C 30,22 3F 11 FD FD 5A 2E FD 0C 3C 30 00 22 10 5A DB CD 0E E2
0x1D14EE,9D:14EE,DD:14EE,0x1D,"ORA abs,X",$3010,wram_3004_303c,0x1D,low_or_data_possible,1D 10 30,D3 40 0F F1 FC 30 FF 01 1D 10 30 2A 61 F3 2B 14 F0 F0 0F
0x1D560A,9D:560A,DD:560A,0xFD,"SBC abs,X",$3004,wram_3004_303c,0x1D,low_or_data_possible,FD 04 30,11 B1 9A DF 01 22 1F EC FD 04 30 8A 5D BC F2 14 23 30 FD
0x1D6037,9D:6037,DD:6037,0xDE,"DEC abs,X",$3014,wram_3004_303c,0x1D,low_or_data_possible,DE 14 30,40 0F EE 01 02 21 EF 78 DE 14 30 FD 0E 01 12 11 68 BA D2
0x1D6F95,9D:6F95,DD:6F95,0x5D,"EOR abs,X",$302D,wram_3004_303c,0x1D,low_or_data_possible,5D 2D 30,C0 FF FD DC AA F2 86 BB 5D 2D 30 FA 21 A3 F4 96 20 21 DF
0x1D7784,9D:7784,DD:7784,0xFD,"SBC abs,X",$3022,wram_3004_303c,0x1D,low_or_data_possible,FD 22 30,26 1F 03 3F B0 12 0E 42 FD 22 30 D5 50 10 CD E2 31 00 26
0x1D7809,9D:7809,DD:7809,0xBE,"LDX abs,Y",$301D,wram_3004_303c,0x1D,low_or_data_possible,BE 1D 30,0E DC 26 32 0F EE CE EF BE 1D 30 36 C0 0F FF 1F EE 01 E0
0x1D784A,9D:784A,DD:784A,0xDD,"CMP abs,X",$3036,wram_3004_303c,0x1D,low_or_data_possible,DD 36 30,26 3B EE 20 EE F2 D1 FE DD 36 30 C0 12 ED 20 DE 10 02 36
0x1D794F,9D:794F,DD:794F,0x1E,"ASL abs,X",$2026,wram_201e_2030,0x1D,low_or_data_possible,1E 26 20,26 11 C0 4D F3 FE E2 00 1E 26 20 E0 0C 14 E4 DC 5E 04 26
0x1D86A0,9D:86A0,DD:86A0,0xCD,CMP abs,$2022,wram_201e_2030,0x1D,low_or_data_possible,CD 22 20,3E CD C2 25 31 CD 23 31 CD 22 20 C2 FF EF 32 11 ED 12 10
0x1D86F9,9D:86F9,DD:86F9,0xBC,"LDY abs,X",$3024,wram_3004_303c,0x1D,low_or_data_possible,BC 24 30,43 FA C1 B6 20 DB 25 11 BC 24 30 BC B2 D1 54 EB D1 54 EB
0x1D89CF,9D:89CF,DD:89CF,0xCD,CMP abs,$3014,wram_3004_303c,0x1D,low_or_data_possible,CD 14 30,FC CF 44 1D BE 45 AA 1E CD 14 30 CB 04 42 DA AA E4 53 EB
0x1D89E4,9D:89E4,DD:89E4,0xBE,"LDX abs,Y",$3014,wram_3004_303c,0x1D,low_or_data_possible,BE 14 30,0B C0 35 AA 2D BF 24 3E BE 14 30 CD AA F3 51 DC E1 43 EB
0x1D8A0F,9D:8A0F,DD:8A0F,0xCE,DEC abs,$3013,wram_3004_303c,0x1D,low_or_data_possible,CE 13 30,1C C0 33 1E CE AA 34 2E CE 13 30 CB F3 52 AA DB E2 53 EC
0x1D8A24,9D:8A24,DD:8A24,0xCD,CMP abs,$3014,wram_3004_303c,0x1D,low_or_data_possible,CD 14 30,0D DF AA 34 2E CE 14 3F CD 14 30 AA DD 03 31 ED E2 32 FD
0x1D8A8C,9D:8A8C,DD:8A8C,0xDE,"DEC abs,X",$3023,wram_3004_303c,0x1D,low_or_data_possible,DE 23 30,D9 B1 65 FA AE 36 9A 2E DE 23 30 ED 03 31 ED 9A E2 43 0E
0x1D8BA2,9D:8BA2,DD:8BA2,0xEE,INC abs,$3013,wram_3004_303c,0x1D,low_or_data_possible,EE 13 30,13 46 1B BF 12 2F FF 9A EE 13 30 F1 1D CE 24 2D 9A E1 1F
0x1D8F50,9D:8F50,DD:8F50,0x1D,"ORA abs,X",$3010,wram_3004_303c,0x1D,low_or_data_possible,1D 10 30,D3 40 0F F1 FC 30 FF 01 1D 10 30 2A 61 F3 2B 14 F0 F0 0F
0x1D95A2,9D:95A2,DD:95A2,0xEE,INC abs,$2021,wram_201e_2030,0x1D,low_or_data_possible,EE 21 20,27 63 FE 8A DD E3 52 10 EE 21 20 11 9A FE EF E0 01 41 43
0x1D971D,9D:971D,DD:971D,0x2D,AND abs,$202F,wram_201e_2030,0x1D,low_or_data_possible,2D 2F 20,33 42 4A 55 35 04 E2 4A 2D 2F 20 7A 0F FF ED CD CD F2 24
0x1DA51C,9D:A51C,DD:A51C,0xEE,INC abs,$3004,wram_3004_303c,0x1D,low_or_data_possible,EE 04 30,27 6E AE 34 BA 1E EF 10 EE 04 30 D0 23 BA 1D DF 1F EE 14
0x1DAB9B,9D:AB9B,DD:AB9B,0xEE,INC abs,$3023,wram_3004_303c,0x1D,low_or_data_possible,EE 23 30,31 E1 E0 3D DC C1 8A 1F EE 23 30 B2 51 0F 13 8A 31 C0 51
0x1DB9BE,9D:B9BE,DD:B9BE,0x2E,ROL abs,$3025,wram_3004_303c,0x1D,low_or_data_possible,2E 25 30,43 12 1F 34 54 7A 33 F2 2E 25 30 22 E1 4F 7A 12 F0 00 FE
0x1DC2F2,9D:C2F2,DD:C2F2,0xFE,"INC abs,X",$3014,wram_3004_303c,0x1D,low_or_data_possible,FE 14 30,03 11 0B BE FF 42 EF 5A FE 14 30 10 D0 43 25 4C 5A C0 E0
0x1DD5EE,9D:D5EE,DD:D5EE,0xFE,"INC abs,X",$3014,wram_3004_303c,0x1D,low_or_data_possible,FE 14 30,03 01 1C 9E F0 42 EF 5A FE 14 30 00 E0 43 25 4C 5A B1 E0
0x1DE2A9,9D:E2A9,DD:E2A9,0xFD,"SBC abs,X",$3004,wram_3004_303c,0x1D,low_or_data_possible,FD 04 30,11 B1 9A DF 01 22 1F EC FD 04 30 8A 5D BC F2 14 23 30 FD
0x1DF454,9D:F454,DD:F454,0x5D,"EOR abs,X",$302D,wram_3004_303c,0x1D,low_or_data_possible,5D 2D 30,C0 FF FD DC AA F2 86 BB 5D 2D 30 FA 21 A3 F4 96 20 21 DF
0x1DFC43,9D:FC43,DD:FC43,0xFD,"SBC abs,X",$3022,wram_3004_303c,0x1D,low_or_data_possible,FD 22 30,26 1F 03 3F B0 12 0E 42 FD 22 30 D5 50 10 CD E2 31 00 26
0x1DFCC8,9D:FCC8,DD:FCC8,0xBE,"LDX abs,Y",$301D,wram_3004_303c,0x1D,low_or_data_possible,BE 1D 30,0E DC 26 32 0F EE CE EF BE 1D 30 36 C0 0F FF 1F EE 01 E0
0x1DFD09,9D:FD09,DD:FD09,0xDD,"CMP abs,X",$3036,wram_3004_303c,0x1D,low_or_data_possible,DD 36 30,26 3B EE 20 EE F2 D1 FE DD 36 30 C0 12 ED 20 DE 10 02 36
0x1DFE0E,9D:FE0E,DD:FE0E,0x1E,"ASL abs,X",$2026,wram_201e_2030,0x1D,low_or_data_possible,1E 26 20,26 11 C0 4D F3 FE E2 00 1E 26 20 E0 0C 14 E4 DC 5E 04 26
0x1DFE76,9D:FE76,DD:FE76,0xEE,INC abs,$3004,wram_3004_303c,0x1D,low_or_data_possible,EE 04 30,27 6E AE 34 BA 1E EF 10 EE 04 30 D0 23 BA 1D DF 1F EE 14
0x1E08F2,9E:08F2,DE:08F2,0xCD,CMP abs,$2022,wram_201e_2030,0x1E,low_or_data_possible,CD 22 20,3E CD C2 25 31 CD 23 31 CD 22 20 C2 FF EF 32 11 ED 12 10
0x1E094B,9E:094B,DE:094B,0xBC,"LDY abs,X",$3024,wram_3004_303c,0x1E,low_or_data_possible,BC 24 30,43 FA C1 B6 20 DB 25 11 BC 24 30 BC B2 D1 54 EB D1 54 EB
0x1E14CC,9E:14CC,DE:14CC,0xDD,"CMP abs,X",$3017,wram_3004_303c,0x1E,low_or_data_possible,DD 17 30,01 D3 10 01 30 01 D9 28 DD 17 30 01 30 01 DC FE DE D9 1C
0x1E158F,9E:158F,DE:158F,0xDD,"CMP abs,X",$3018,wram_3004_303c,0x1E,low_or_data_possible,DD 18 30,01 60 01 DC FF DE D9 21 DD 18 30 01 30 01 DC FE DE D9 21
0x1E1948,9E:1948,DE:1948,0x3D,"AND abs,X",$303C,wram_3004_303c,0x1E,low_or_data_possible,3D 3C 30,05 65 05 B5 05 D3 15 05 3D 3C 30 01 00 02 D4 BD BC B0 01
0x1E197E,9E:197E,DE:197E,0x2D,AND abs,$202C,wram_201e_2030,0x1E,low_or_data_possible,2D 2C 20,F8 05 5D 5C 50 01 00 02 2D 2C 20 01 00 02 3D 3C 30 01 00
