tile,tile_hex,count,palette,hflip,vflip,priority,vram_offset_if_charbase_8000_4bpp
878,0x36E,2,3,0,1,0,0xEDC0
581,0x245,2,3,0,1,0,0xC8A0
591,0x24F,2,3,0,1,0,0xC9E0
893,0x37D,2,3,0,0,0,0xEFA0
894,0x37E,2,3,0,0,0,0xEFC0
842,0x34A,2,3,0,0,0,0xE940
280,0x118,2,2,1,0,0,0xA300
329,0x149,2,3,1,0,0,0xA920
861,0x35D,2,3,0,0,0,0xEBA0
857,0x359,2,3,0,1,1,0xEB20
365,0x16D,2,3,0,1,0,0xADA0
298,0x12A,2,3,0,1,1,0xA540
89,0x059,2,3,1,1,1,0x8B20
365,0x16D,2,3,1,1,1,0xADA0
91,0x05B,2,3,1,1,1,0x8B60
344,0x158,2,3,1,1,1,0xAB00
111,0x06F,2,3,1,1,1,0x8DE0
68,0x044,2,3,1,1,1,0x8880
325,0x145,2,3,1,1,1,0xA8A0
617,0x269,2,3,0,1,0,0xCD20
383,0x17F,2,3,0,1,0,0xAFE0
862,0x35E,2,3,0,1,0,0xEBC0
563,0x233,2,3,0,1,1,0xC660
788,0x314,2,4,0,0,0,0xE280
616,0x268,2,3,1,1,0,0xCD00
636,0x27C,2,3,1,1,0,0xCF80
893,0x37D,2,4,0,0,0,0xEFA0
360,0x168,2,2,1,0,0,0xAD00
874,0x36A,2,3,0,1,1,0xED40
293,0x125,2,2,1,0,0,0xA4A0
103,0x067,2,5,1,1,0,0x8CE0
258,0x102,2,3,1,1,1,0xA040
76,0x04C,2,3,1,1,1,0x8980
333,0x14D,2,3,0,1,1,0xA9A0
72,0x048,2,3,1,1,0,0x8900
349,0x15D,2,3,0,1,1,0xABA0
307,0x133,2,3,0,1,1,0xA660
820,0x334,2,3,0,1,1,0xE680
332,0x14C,2,3,0,1,0,0xA980
589,0x24D,2,3,0,1,0,0xC9A0
603,0x25B,2,3,0,1,0,0xCB60
631,0x277,2,3,0,1,0,0xCEE0
605,0x25D,2,3,0,1,0,0xCBA0
350,0x15E,2,3,0,1,0,0xABC0
582,0x246,2,3,0,1,1,0xC8C0
583,0x247,2,3,0,1,1,0xC8E0
876,0x36C,2,3,0,1,1,0xED80
621,0x26D,2,3,0,1,1,0xCDA0
554,0x22A,2,3,0,1,1,0xC540
561,0x231,2,3,0,1,1,0xC620
855,0x357,2,3,0,1,1,0xEAE0
309,0x135,2,2,1,0,0,0xA6A0
844,0x34C,2,3,0,0,0,0xE980
845,0x34D,2,3,0,0,0,0xE9A0
367,0x16F,2,2,1,0,0,0xADE0
839,0x347,2,3,0,0,0,0xE8E0
109,0x06D,2,2,0,1,0,0x8DA0
324,0x144,2,3,1,0,0,0xA880
69,0x045,2,3,1,0,0,0x88A0
42,0x02A,2,2,0,1,0,0x8540
375,0x177,2,6,0,0,0,0xAEE0
516,0x204,2,6,0,0,0,0xC080
605,0x25D,2,6,0,0,0,0xCBA0
855,0x357,2,4,0,1,0,0xEAE0
515,0x203,2,6,0,0,0,0xC060
820,0x334,2,4,0,1,0,0xE680
569,0x239,2,6,0,0,0,0xC720
821,0x335,2,4,0,1,0,0xE6A0
857,0x359,2,4,0,1,0,0xEB20
838,0x346,2,4,0,1,0,0xE8C0
858,0x35A,2,4,0,1,0,0xEB40
859,0x35B,2,4,0,1,0,0xEB60
42,0x02A,2,4,1,1,0,0x8540
803,0x323,2,4,0,1,0,0xE460
72,0x048,2,3,1,0,1,0x8900
563,0x233,2,3,1,0,1,0xC660
276,0x114,2,3,1,0,1,0xA280
597,0x255,2,3,1,0,1,0xCAA0
606,0x25E,2,3,1,0,1,0xCBC0
343,0x157,2,2,1,0,0,0xAAE0
637,0x27D,2,3,1,0,1,0xCFA0
549,0x225,2,3,1,0,1,0xC4A0
297,0x129,2,2,1,0,0,0xA520
816,0x330,2,3,0,1,0,0xE600
41,0x029,2,3,1,1,0,0x8520
364,0x16C,2,3,0,1,0,0xAD80
554,0x22A,2,2,1,0,0,0xC540
532,0x214,2,3,0,1,0,0xC280
308,0x134,2,3,0,1,0,0xA680
819,0x333,2,3,0,1,0,0xE660
810,0x32A,2,3,0,0,0,0xE540
517,0x205,2,2,1,1,0,0xC0A0
554,0x22A,2,2,1,1,0,0xC540
314,0x13A,2,2,1,1,1,0xA740
802,0x322,2,4,0,0,0,0xE440
565,0x235,2,3,1,1,0,0xC6A0
561,0x231,2,3,1,1,0,0xC620
562,0x232,2,3,0,0,0,0xC640
516,0x204,2,4,1,0,0,0xC080
547,0x223,2,3,1,1,0,0xC460
314,0x13A,2,2,0,0,0,0xA740
826,0x33A,2,2,0,0,0,0xE740
810,0x32A,2,2,0,0,0,0xE540
298,0x12A,2,4,0,0,0,0xA540
554,0x22A,2,4,0,0,0,0xC540
517,0x205,2,4,0,0,0,0xC0A0
5,0x005,2,2,1,0,0,0x80A0
76,0x04C,2,2,1,0,0,0x8980
532,0x214,2,3,1,0,0,0xC280
347,0x15B,2,2,1,0,0,0xAB60
585,0x249,2,3,1,0,1,0xC920
810,0x32A,2,4,0,0,0,0xE540
879,0x36F,2,4,0,0,0,0xEDE0
340,0x154,2,2,1,0,0,0xAA80
554,0x22A,2,4,1,1,0,0xC540
588,0x24C,2,4,1,1,0,0xC980
845,0x34D,2,4,0,1,0,0xE9A0
562,0x232,2,2,1,1,0,0xC640
570,0x23A,2,4,0,0,0,0xC740
605,0x25D,2,2,1,1,0,0xCBA0
545,0x221,2,2,1,1,0,0xC420
9,0x009,2,2,1,0,0,0x8120
582,0x246,2,3,1,1,0,0xC8C0
364,0x16C,2,4,0,0,0,0xAD80
621,0x26D,2,4,0,0,0,0xCDA0
314,0x13A,2,2,0,1,1,0xA740
349,0x15D,2,2,0,1,1,0xABA0
340,0x154,2,2,0,1,1,0xAA80
769,0x301,2,3,0,0,0,0xE020
514,0x202,2,2,1,0,1,0xC040
267,0x10B,2,2,1,0,0,0xA160
1,0x001,2,2,0,1,0,0x8020
513,0x201,2,2,1,0,0,0xC020
361,0x169,2,2,1,0,0,0xAD20
108,0x06C,2,3,1,0,0,0x8D80
585,0x249,2,3,1,1,1,0xC920
894,0x37E,2,3,1,1,1,0xEFC0
770,0x302,2,3,1,1,1,0xE040
298,0x12A,2,3,1,0,1,0xA540
554,0x22A,2,3,1,1,1,0xC540
523,0x20B,2,3,1,1,0,0xC160
381,0x17D,2,3,0,0,0,0xAFA0
257,0x101,2,3,0,0,0,0xA020
841,0x349,2,3,0,1,1,0xE920
623,0x26F,2,3,1,1,0,0xCDE0
520,0x208,2,3,1,1,0,0xC100
521,0x209,2,3,1,1,0,0xC120
538,0x21A,2,3,1,1,0,0xC340
570,0x23A,2,3,1,1,1,0xC740
772,0x304,2,5,0,0,0,0xE080
257,0x101,2,5,0,0,0,0xA020
58,0x03A,2,3,1,1,1,0x8740
802,0x322,2,3,1,1,0,0xE440
772,0x304,2,4,1,1,0,0xE080
539,0x21B,2,4,0,1,0,0xC360
547,0x223,2,4,0,1,0,0xC460
103,0x067,2,4,1,0,0,0x8CE0
260,0x104,2,4,1,1,0,0xA080
709,0x2C5,2,3,1,1,0,0xD8A0
710,0x2C6,2,3,1,1,0,0xD8C0
306,0x132,2,5,1,0,0,0xA640
840,0x348,2,5,1,0,0,0xE900
584,0x248,2,5,1,0,0,0xC900
788,0x314,2,5,1,0,0,0xE280
513,0x201,2,5,1,0,0,0xC020
257,0x101,2,5,1,0,0,0xA020
770,0x302,2,4,0,0,1,0xE040
1,0x001,2,3,1,1,1,0x8020
631,0x277,2,3,1,1,1,0xCEE0
537,0x219,2,5,1,0,0,0xC320
615,0x267,2,2,1,1,0,0xCCE0
359,0x167,2,2,1,1,0,0xACE0
304,0x130,2,2,1,1,0,0xA600
584,0x248,2,3,0,0,0,0xC900
615,0x267,2,4,0,1,0,0xCCE0
569,0x239,2,4,0,1,0,0xC720
313,0x139,2,4,1,0,0,0xA720
274,0x112,2,2,1,1,1,0xA240
258,0x102,2,5,0,1,0,0xA040
259,0x103,2,5,0,1,0,0xA060
34,0x022,1,5,1,0,0,0x8440
57,0x039,1,5,1,0,0,0x8720
569,0x239,1,5,0,0,0,0xC720
5,0x005,1,5,1,0,0,0x80A0
345,0x159,1,2,1,0,0,0xAB20
364,0x16C,1,3,1,0,1,0xAD80
90,0x05A,1,3,1,0,1,0x8B40
91,0x05B,1,3,0,1,1,0x8B60
5,0x005,1,3,1,0,1,0x80A0
57,0x039,1,3,1,0,1,0x8720
313,0x139,1,3,1,0,1,0xA720
530,0x212,1,2,1,1,1,0xC240
531,0x213,1,2,1,1,1,0xC260
544,0x220,1,3,0,0,1,0xC400
292,0x124,1,2,1,1,1,0xA480
631,0x277,1,2,1,1,1,0xCEE0
584,0x248,1,3,0,0,1,0xC900
617,0x269,1,3,1,0,1,0xCD20
362,0x16A,1,2,0,1,1,0xAD40
361,0x169,1,2,0,1,1,0xAD20
382,0x17E,1,2,0,1,1,0xAFC0
631,0x277,1,3,1,0,1,0xCEE0
375,0x177,1,2,0,1,1,0xAEE0
328,0x148,1,2,0,1,1,0xA900
569,0x239,1,3,1,0,1,0xC720
359,0x167,1,2,0,1,1,0xACE0
313,0x139,1,2,0,1,1,0xA720
260,0x104,1,3,1,1,0,0xA080
76,0x04C,1,5,0,1,0,0x8980
77,0x04D,1,5,0,1,0,0x89A0
78,0x04E,1,5,0,1,0,0x89C0
79,0x04F,1,5,0,1,0,0x89E0
518,0x206,1,3,1,0,0,0xC0C0
7,0x007,1,5,0,1,0,0x80E0
589,0x24D,1,3,1,0,0,0xC9A0
590,0x24E,1,3,1,0,0,0xC9C0
591,0x24F,1,3,1,0,0,0xC9E0
291,0x123,1,2,0,1,0,0xA460
328,0x148,1,2,0,1,0,0xA900
841,0x349,1,5,0,1,1,0xE920
604,0x25C,1,4,0,1,1,0xCB80
607,0x25F,1,4,0,1,1,0xCBE0
330,0x14A,1,5,0,1,1,0xA940
790,0x316,1,5,0,1,1,0xE2C0
535,0x217,1,4,0,1,1,0xC2E0
329,0x149,1,5,0,1,1,0xA920
860,0x35C,1,5,0,1,1,0xEB80
863,0x35F,1,5,0,1,1,0xEBE0
842,0x34A,1,5,0,1,1,0xE940
563,0x233,1,4,0,1,1,0xC660
313,0x139,1,5,1,1,0,0xA720
600,0x258,1,5,1,1,0,0xCB00
601,0x259,1,5,1,1,0,0xCB20
580,0x244,1,5,1,1,0,0xC880
581,0x245,1,5,1,1,0,0xC8A0
334,0x14E,1,5,1,1,0,0xA9C0
591,0x24F,1,2,0,1,0,0xC9E0
516,0x204,1,2,0,1,0,0xC080
776,0x308,1,3,0,1,0,0xE100
522,0x20A,1,2,0,1,0,0xC140
620,0x26C,1,2,0,1,0,0xCD80
879,0x36F,1,3,0,1,0,0xEDE0
68,0x044,1,5,1,1,0,0x8880
76,0x04C,1,5,1,1,0,0x8980
77,0x04D,1,5,1,1,0,0x89A0
821,0x335,1,3,0,1,0,0xE6A0
817,0x331,1,3,0,1,0,0xE620
72,0x048,1,3,1,0,0,0x8900
104,0x068,1,2,0,1,0,0x8D00
873,0x369,1,3,0,0,0,0xED20
892,0x37C,1,3,0,0,0,0xEF80
852,0x354,1,3,0,0,0,0xEA80
94,0x05E,1,2,0,1,0,0x8BC0
863,0x35F,1,3,0,0,0,0xEBE0
58,0x03A,1,3,1,0,0,0x8740
314,0x13A,1,3,1,0,0,0xA740
282,0x11A,1,2,1,0,0,0xA340
58,0x03A,1,2,0,1,0,0x8740
826,0x33A,1,3,0,0,0,0xE740
860,0x35C,1,3,0,0,0,0xEB80
86,0x056,1,2,0,1,0,0x8AC0
855,0x357,1,3,0,0,0,0xEAE0
84,0x054,1,3,1,0,0,0x8A80
853,0x355,1,3,0,0,0,0xEAA0
74,0x04A,1,2,0,1,0,0x8940
348,0x15C,1,3,1,0,0,0xAB80
93,0x05D,1,3,1,0,0,0x8BA0
95,0x05F,1,2,0,1,0,0x8BE0
819,0x333,1,3,0,0,0,0xE660
856,0x358,1,3,0,1,1,0xEB00
108,0x06C,1,3,1,1,0,0x8D80
366,0x16E,1,3,0,1,0,0xADC0
879,0x36F,1,3,0,1,1,0xEDE0
858,0x35A,1,3,0,1,1,0xEB40
859,0x35B,1,3,0,1,1,0xEB60
42,0x02A,1,3,1,1,1,0x8540
88,0x058,1,3,1,1,1,0x8B00
878,0x36E,1,3,0,1,1,0xEDC0
345,0x159,1,3,1,1,1,0xAB20
324,0x144,1,3,1,1,1,0xA880
69,0x045,1,3,1,1,1,0x88A0
326,0x146,1,3,1,1,1,0xA8C0
71,0x047,1,3,1,1,1,0x88E0
78,0x04E,1,3,1,1,1,0x89C0
335,0x14F,1,3,1,1,1,0xA9E0
49,0x031,1,3,1,1,1,0x8620
124,0x07C,1,3,1,1,0,0x8F80
362,0x16A,1,3,0,1,0,0xAD40
363,0x16B,1,3,0,1,0,0xAD60
874,0x36A,1,3,0,1,0,0xED40
875,0x36B,1,3,0,1,0,0xED60
616,0x268,1,3,0,1,0,0xCD00
852,0x354,1,3,0,1,1,0xEA80
853,0x355,1,3,0,1,0,0xEAA0
606,0x25E,1,3,0,1,0,0xCBC0
598,0x256,1,3,0,1,0,0xCAC0
855,0x357,1,3,0,1,0,0xEAE0
340,0x154,1,3,0,1,1,0xAA80
853,0x355,1,3,0,1,1,0xEAA0
863,0x35F,1,3,0,1,0,0xEBE0
842,0x34A,1,3,0,1,0,0xE940
615,0x267,1,3,0,0,1,0xCCE0
344,0x158,1,2,1,0,0,0xAB00
364,0x16C,1,3,0,1,1,0xAD80
366,0x16E,1,3,1,1,1,0xADC0
838,0x346,1,3,0,1,1,0xE8C0
327,0x147,1,3,0,1,1,0xA8E0
803,0x323,1,3,0,1,1,0xE460
873,0x369,1,4,0,0,0,0xED20
852,0x354,1,4,0,0,0,0xEA80
853,0x355,1,4,0,0,0,0xEAA0
605,0x25D,1,3,1,1,0,0xCBA0
862,0x35E,1,4,0,0,0,0xEBC0
855,0x357,1,4,0,0,0,0xEAE0
875,0x36B,1,4,0,0,0,0xED60
347,0x15B,1,3,1,1,1,0xAB60
6,0x006,1,3,1,1,1,0x80C0
263,0x107,1,3,1,1,1,0xA0E0
305,0x131,1,3,0,1,1,0xA620
617,0x269,1,2,1,0,0,0xCD20
636,0x27C,1,2,1,0,0,0xCF80
383,0x17F,1,3,0,1,1,0xAFE0
363,0x16B,1,2,1,0,0,0xAD60
278,0x116,1,2,1,0,0,0xA2C0
279,0x117,1,2,1,0,0,0xA2E0
514,0x202,1,5,1,1,0,0xC040
615,0x267,1,2,0,1,0,0xCCE0
547,0x223,1,2,1,0,0,0xC460
293,0x125,1,3,1,0,0,0xA4A0
289,0x121,1,3,1,0,0,0xA420
846,0x34E,1,3,0,1,1,0xE9C0
847,0x34F,1,3,0,1,1,0xE9E0
291,0x123,1,3,0,1,1,0xA460
375,0x177,1,3,1,1,0,0xAEE0
328,0x148,1,3,1,1,0,0xA900
73,0x049,1,3,1,1,1,0x8920
348,0x15C,1,3,0,1,1,0xAB80
94,0x05E,1,3,1,1,1,0x8BC0
863,0x35F,1,3,0,1,1,0xEBE0
74,0x04A,1,3,1,1,1,0x8940
847,0x34F,1,3,0,1,0,0xE9E0
367,0x16F,1,3,0,1,0,0xADE0
346,0x15A,1,3,0,1,0,0xAB40
562,0x232,1,3,0,1,0,0xC640
329,0x149,1,2,1,0,0,0xA920
348,0x15C,1,3,0,1,0,0xAB80
95,0x05F,1,3,1,1,0,0x8BE0
330,0x14A,1,3,0,1,0,0xA940
585,0x249,1,2,1,0,0,0xC920
604,0x25C,1,3,0,1,0,0xCB80
342,0x156,1,3,0,1,0,0xAAC0
343,0x157,1,3,0,1,0,0xAAE0
894,0x37E,1,3,0,1,0,0xEFC0
618,0x26A,1,3,0,1,0,0xCD40
619,0x26B,1,3,0,1,0,0xCD60
297,0x129,1,3,0,1,1,0xA520
48,0x030,1,3,1,1,1,0x8600
308,0x134,1,3,0,1,1,0xA680
324,0x144,1,3,0,1,1,0xA880
325,0x145,1,3,0,1,1,0xA8A0
602,0x25A,1,3,0,1,1,0xCB40
603,0x25B,1,3,0,1,1,0xCB60
821,0x335,1,3,0,1,1,0xE6A0
275,0x113,1,3,1,1,1,0xA260
585,0x249,1,3,0,1,1,0xC920
604,0x25C,1,3,0,1,1,0xCB80
596,0x254,1,3,0,1,1,0xCA80
597,0x255,1,3,0,1,1,0xCAA0
605,0x25D,1,3,0,1,1,0xCBA0
895,0x37F,1,3,0,1,1,0xEFE0
875,0x36B,1,3,0,1,1,0xED60
290,0x122,1,3,1,0,0,0xA440
57,0x039,1,3,1,0,0,0x8720
871,0x367,1,3,0,0,0,0xECE0
359,0x167,1,3,1,0,0,0xACE0
313,0x139,1,3,1,0,0,0xA720
103,0x067,1,3,1,0,0,0x8CE0
57,0x039,1,2,0,1,0,0x8720
71,0x047,1,2,0,1,0,0x88E0
108,0x06C,1,2,0,1,0,0x8D80
365,0x16D,1,2,1,0,0,0xADA0
836,0x344,1,3,0,0,0,0xE880
581,0x245,1,2,1,0,0,0xC8A0
876,0x36C,1,3,0,0,0,0xED80
847,0x34F,1,3,0,0,0,0xE9E0
291,0x123,1,3,1,0,0,0xA460
887,0x377,1,4,1,1,0,0xEEE0
631,0x277,1,6,0,0,0,0xCEE0
819,0x333,1,4,0,1,0,0xE660
840,0x348,1,2,0,1,0,0xE900
788,0x314,1,2,0,1,0,0xE280
328,0x148,1,6,0,0,0,0xA900
772,0x304,1,2,0,1,0,0xE080
329,0x149,1,6,0,0,0,0xA920
604,0x25C,1,6,0,0,0,0xCB80
854,0x356,1,4,0,1,0,0xEAC0
893,0x37D,1,4,0,1,0,0xEFA0
894,0x37E,1,4,0,1,0,0xEFC0
852,0x354,1,4,0,1,0,0xEA80
341,0x155,1,6,0,0,0,0xAAA0
349,0x15D,1,6,0,0,0,0xABA0
598,0x256,1,6,0,0,0,0xCAC0
637,0x27D,1,6,0,0,0,0xCFA0
382,0x17E,1,6,0,0,0,0xAFC0
596,0x254,1,6,0,0,0,0xCA80
597,0x255,1,6,0,0,0,0xCAA0
351,0x15F,1,6,0,0,0,0xABE0
842,0x34A,1,4,0,1,0,0xE940
293,0x125,1,6,0,0,0,0xA4A0
289,0x121,1,6,0,0,0,0xA420
313,0x139,1,6,0,0,0,0xA720
308,0x134,1,6,0,0,0,0xA680
313,0x139,1,4,1,1,0,0xA720
308,0x134,1,4,1,1,0,0xA680
88,0x058,1,4,1,1,0,0x8B00
836,0x344,1,4,0,1,0,0xE880
325,0x145,1,4,1,1,0,0xA8A0
839,0x347,1,4,0,1,0,0xE8E0
365,0x16D,1,6,0,0,0,0xADA0
347,0x15B,1,4,1,1,0,0xAB60
856,0x358,1,4,0,1,0,0xEB00
584,0x248,1,4,1,1,0,0xC900
119,0x077,1,3,1,0,1,0x8EE0
119,0x077,1,3,0,1,1,0x8EE0
584,0x248,1,3,1,0,1,0xC900
306,0x132,1,3,1,0,1,0xA640
361,0x169,1,3,1,0,1,0xAD20
381,0x17D,1,3,1,0,1,0xAFA0
382,0x17E,1,3,1,0,1,0xAFC0
596,0x254,1,3,1,0,1,0xCA80
104,0x068,1,3,0,1,1,0x8D00
105,0x069,1,3,1,0,1,0x8D20
58,0x03A,1,3,1,0,1,0x8740
314,0x13A,1,3,1,0,1,0xA740
33,0x021,1,3,0,1,1,0x8420
32,0x020,1,3,1,0,1,0x8400
33,0x021,1,3,1,0,1,0x8420
297,0x129,1,3,0,1,0,0xA520
561,0x231,1,3,0,1,0,0xC620
305,0x131,1,3,1,1,0,0xA620
52,0x034,1,3,1,1,0,0x8680
600,0x258,1,3,0,1,0,0xCB00
857,0x359,1,3,0,1,0,0xEB20
109,0x06D,1,3,1,1,0,0x8DA0
110,0x06E,1,3,1,1,0,0x8DC0
111,0x06F,1,3,1,1,0,0x8DE0
324,0x144,1,3,0,1,0,0xA880
335,0x14F,1,2,1,0,0,0xA9E0
872,0x368,1,3,0,1,0,0xED00
852,0x354,1,3,0,1,0,0xEA80
597,0x255,1,3,0,1,0,0xCAA0
607,0x25F,1,3,0,1,0,0xCBE0
586,0x24A,1,3,0,1,0,0xC940
290,0x122,1,3,0,1,0,0xA440
344,0x158,1,3,0,1,0,0xAB00
89,0x059,1,3,1,1,0,0x8B20
622,0x26E,1,3,0,1,0,0xCDC0
623,0x26F,1,3,0,1,0,0xCDE0
858,0x35A,1,3,0,1,0,0xEB40
565,0x235,1,3,0,1,0,0xC6A0
288,0x120,1,3,0,1,0,0xA400
292,0x124,1,3,0,1,0,0xA480
892,0x37C,1,3,0,1,0,0xEF80
127,0x07F,1,3,1,1,0,0x8FE0
106,0x06A,1,3,1,1,0,0x8D40
107,0x06B,1,3,1,1,0,0x8D60
51,0x033,1,3,1,1,0,0x8660
816,0x330,1,3,0,0,0,0xE600
817,0x331,1,3,0,0,0,0xE620
34,0x022,1,2,0,1,0,0x8440
802,0x322,1,4,0,1,0,0xE440
562,0x232,1,3,1,0,1,0xC640
570,0x23A,1,2,1,1,1,0xC740
563,0x233,1,3,0,0,0,0xC660
34,0x022,1,3,1,1,0,0x8440
50,0x032,1,3,1,1,0,0x8640
800,0x320,1,2,0,0,0,0xE400
804,0x324,1,2,0,0,0,0xE480
570,0x23A,1,2,0,0,0,0xC740
788,0x314,1,2,0,0,0,0xE280
276,0x114,1,2,0,0,0,0xA280
549,0x225,1,3,1,1,0,0xC4A0
546,0x222,1,2,0,0,0,0xC440
77,0x04D,1,2,1,0,0,0x89A0
335,0x14F,1,4,0,0,0,0xA9E0
517,0x205,1,2,0,0,0,0xC0A0
803,0x323,1,2,0,0,0,0xE460
786,0x312,1,2,1,0,0,0xE240
818,0x332,1,2,1,0,0,0xE640
826,0x33A,1,2,1,0,0,0xE740
788,0x314,1,2,1,0,0,0xE280
772,0x304,1,2,1,0,0,0xE080
585,0x249,1,3,1,0,0,0xC920
604,0x25C,1,3,1,0,0,0xCB80
349,0x15D,1,2,0,1,0,0xABA0
863,0x35F,1,2,1,0,1,0xEBE0
842,0x34A,1,2,1,0,0,0xE940
307,0x133,1,2,0,1,1,0xA660
546,0x222,1,2,1,0,0,0xC440
332,0x14C,1,2,1,0,0,0xA980
583,0x247,1,2,1,0,0,0xC8E0
620,0x26C,1,2,1,0,0,0xCD80
621,0x26D,1,2,1,0,0,0xCDA0
348,0x15C,1,2,1,0,0,0xAB80
619,0x26B,1,2,1,0,0,0xCD60
288,0x120,1,2,1,0,0,0xA400
876,0x36C,1,3,1,1,0,0xED80
324,0x144,1,2,1,0,0,0xA880
325,0x145,1,2,1,0,0,0xA8A0
803,0x323,1,4,0,0,0,0xE460
818,0x332,1,3,1,1,0,0xE640
826,0x33A,1,4,0,0,0,0xE740
617,0x269,1,3,1,1,0,0xCD20
894,0x37E,1,4,0,0,0,0xEFC0
862,0x35E,1,3,1,1,0,0xEBC0
863,0x35F,1,4,0,0,0,0xEBE0
842,0x34A,1,4,0,0,0,0xE940
517,0x205,1,4,1,1,0,0xC0A0
590,0x24E,1,4,1,1,0,0xC9C0
847,0x34F,1,4,0,1,0,0xE9E0
583,0x247,1,4,1,1,0,0xC8E0
366,0x16E,1,4,1,1,0,0xADC0
879,0x36F,1,4,0,1,0,0xEDE0
346,0x15A,1,4,1,1,0,0xAB40
309,0x135,1,4,1,1,0,0xA6A0
960,0x3C0,1,4,0,1,0,0xF800
961,0x3C1,1,4,0,1,0,0xF820
288,0x120,1,4,0,0,0,0xA400
544,0x220,1,3,1,1,0,0xC400
329,0x149,1,2,1,1,0,0xA920
604,0x25C,1,2,1,1,0,0xCB80
349,0x15D,1,2,1,1,0,0xABA0
607,0x25F,1,2,1,1,0,0xCBE0
586,0x24A,1,2,1,1,0,0xC940
585,0x249,1,2,1,1,0,0xC920
348,0x15C,1,2,0,0,0,0xAB80
598,0x256,1,2,1,1,0,0xCAC0
599,0x257,1,2,1,1,0,0xCAE0
637,0x27D,1,2,1,1,0,0xCFA0
894,0x37E,1,2,1,1,0,0xEFC0
895,0x37F,1,2,1,1,0,0xEFE0
362,0x16A,1,2,0,0,0,0xAD40
875,0x36B,1,2,1,1,0,0xED60
549,0x225,1,2,1,1,0,0xC4A0
378,0x17A,1,2,0,0,0,0xAF40
891,0x37B,1,2,1,1,0,0xEF60
801,0x321,1,2,1,1,0,0xE420
522,0x20A,1,2,0,0,0,0xC140
291,0x123,1,2,0,0,0,0xA460
34,0x022,1,2,1,0,0,0x8440
298,0x12A,1,2,0,0,0,0xA540
845,0x34D,1,2,0,0,0,0xE9A0
622,0x26E,1,2,0,0,0,0xCDC0
367,0x16F,1,2,0,0,0,0xADE0
580,0x244,1,2,0,0,0,0xC880
837,0x345,1,2,0,0,0,0xE8A0
110,0x06E,1,2,1,0,0,0x8DC0
879,0x36F,1,2,0,0,0,0xEDE0
858,0x35A,1,2,0,0,0,0xEB40
603,0x25B,1,2,0,0,0,0xCB60
261,0x105,1,4,0,0,0,0xA0A0
264,0x108,1,4,0,0,0,0xA100
521,0x209,1,4,0,0,0,0xC120
283,0x11B,1,2,0,1,1,0xA360
545,0x221,1,3,1,0,1,0xC420
818,0x332,1,2,1,0,1,0xE640
348,0x15C,1,2,0,1,1,0xAB80
855,0x357,1,2,1,0,1,0xEAE0
381,0x17D,1,2,0,1,1,0xAFA0
343,0x157,1,2,0,1,1,0xAAE0
536,0x218,1,3,1,0,1,0xC300
25,0x019,1,2,0,1,0,0x8320
1,0x001,1,2,0,1,1,0x8020
521,0x209,1,3,1,0,1,0xC120
522,0x20A,1,3,1,0,1,0xC140
2,0x002,1,2,0,1,1,0x8040
771,0x303,1,2,1,0,0,0xE060
802,0x322,1,3,0,0,0,0xE440
42,0x02A,1,2,0,1,1,0x8540
810,0x32A,1,2,1,0,0,0xE540
877,0x36D,1,2,1,0,0,0xEDA0
836,0x344,1,2,1,0,0,0xE880
837,0x345,1,2,1,0,0,0xE8A0
583,0x247,1,2,1,0,1,0xC8E0
111,0x06F,1,2,0,1,0,0x8DE0
68,0x044,1,2,0,1,0,0x8880
69,0x045,1,2,0,1,0,0x88A0
590,0x24E,1,3,1,0,1,0xC9C0
79,0x04F,1,2,0,1,1,0x89E0
539,0x21B,1,3,1,0,1,0xC360
341,0x155,1,2,0,1,1,0xAAA0
605,0x25D,1,3,1,0,1,0xCBA0
599,0x257,1,2,1,0,0,0xCAE0
330,0x14A,1,2,1,0,0,0xA940
281,0x119,1,2,1,0,0,0xA320
297,0x129,1,3,1,0,0,0xA520
304,0x130,1,3,1,0,0,0xA600
308,0x134,1,3,1,0,0,0xA680
298,0x12A,1,3,1,0,0,0xA540
365,0x16D,1,3,1,0,0,0xADA0
878,0x36E,1,3,0,0,0,0xEDC0
111,0x06F,1,3,1,0,0,0x8DE0
858,0x35A,1,3,0,0,0,0xEB40
859,0x35B,1,3,0,0,0,0xEB60
856,0x358,1,3,0,0,0,0xEB00
601,0x259,1,2,1,0,0,0xCB20
877,0x36D,1,3,0,0,0,0xEDA0
366,0x16E,1,3,1,0,0,0xADC0
367,0x16F,1,3,1,0,0,0xADE0
79,0x04F,1,3,1,0,0,0x89E0
588,0x24C,1,2,1,0,0,0xC980
77,0x04D,1,3,1,0,0,0x89A0
335,0x14F,1,3,1,0,0,0xA9E0
267,0x10B,1,3,1,0,0,0xA160
257,0x101,1,3,1,0,0,0xA020
1,0x001,1,3,1,0,0,0x8020
793,0x319,1,4,0,0,0,0xE320
794,0x31A,1,4,0,0,0,0xE340
819,0x333,1,4,0,0,0,0xE660
599,0x257,1,3,1,1,1,0xCAE0
895,0x37F,1,3,1,1,1,0xEFE0
618,0x26A,1,3,1,1,1,0xCD40
875,0x36B,1,3,1,1,1,0xED60
360,0x168,1,3,0,1,1,0xAD00
617,0x269,1,3,1,1,1,0xCD20
892,0x37C,1,3,1,1,1,0xEF80
