map_base,char_base,bpp,score,nonblank_ref_ratio,top_palette_ratio,top_attr_ratio,tile_unique,tile_repeat_ratio,h_or_v_flip_ratio,priority_ratio,pair_repeat_ratio,top_tiles,top_attrs
6800,C000,2,4.7633,0.6172,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
D000,E000,4,4.7521,0.1602,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
1000,8000,2,4.7448,0.7402,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
1000,8000,4,4.7448,0.7402,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
8800,A000,2,4.7447,0.252,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
9000,A000,2,4.7379,0.1436,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
9000,A000,4,4.7261,0.1357,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
0800,8000,2,4.7206,0.7393,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0800,8000,4,4.7206,0.7393,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
1000,4000,4,4.6803,0.6973,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
1000,6000,2,4.6803,0.6973,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
1000,C000,2,4.6803,0.6973,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
9000,C000,4,4.6749,0.1016,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
9000,E000,2,4.6749,0.1016,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
D000,8000,2,4.654,0.0947,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
0800,4000,4,4.643,0.6875,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0800,6000,2,4.643,0.6875,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0800,C000,2,4.643,0.6875,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
4000,2000,4,4.6282,0.8594,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
9000,8000,4,4.6192,0.0645,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
7000,2000,4,4.6043,0.7744,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7800,6000,4,4.6004,0.7646,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7800,A000,2,4.6004,0.7646,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7000,6000,4,4.5867,0.7627,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7000,A000,2,4.5867,0.7627,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
2800,6000,2,4.5855,0.8545,0.6045,0.3477,110,0.8926,0.4844,0.9639,0.7046,104:52 113:49 102:48 312:42 103:41 313:37 112:36 304:35,p6r1h0v1:356 p6r1h0v0:263 p7r1h0v1:103 p1r1h0v0:91
3800,0000,2,4.5845,1.0,0.1943,0.1768,53,0.9482,0.3564,0.748,0.8175,313:73 212:68 103:65 302:59 303:55 312:55 102:54 213:52,p2r0h1v0:181 p6r1h0v0:170 p7r1h0v0:156 p1r1h0v0:147
3800,0000,4,4.5845,1.0,0.1943,0.1768,53,0.9482,0.3564,0.748,0.8175,313:73 212:68 103:65 302:59 303:55 312:55 102:54 213:52,p2r0h1v0:181 p6r1h0v0:170 p7r1h0v0:156 p1r1h0v0:147
3800,2000,2,4.5845,1.0,0.1943,0.1768,53,0.9482,0.3564,0.748,0.8175,313:73 212:68 103:65 302:59 303:55 312:55 102:54 213:52,p2r0h1v0:181 p6r1h0v0:170 p7r1h0v0:156 p1r1h0v0:147
3800,4000,2,4.5845,1.0,0.1943,0.1768,53,0.9482,0.3564,0.748,0.8175,313:73 212:68 103:65 302:59 303:55 312:55 102:54 213:52,p2r0h1v0:181 p6r1h0v0:170 p7r1h0v0:156 p1r1h0v0:147
4000,8000,2,4.577,0.8252,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
7800,2000,4,4.5769,0.749,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
6000,2000,4,4.5708,0.8486,0.3057,0.1934,61,0.9404,0.3428,0.7793,0.8558,212:108 213:96 202:89 203:81 113:77 103:76 102:72 112:63,p6r1h0v0:198 p7r1h0v0:150 p4r1h0v0:142 p3r1h0v0:90
D000,E000,2,4.5632,0.0342,0.8105,0.7227,116,0.8867,0.1543,0.1182,0.6966,000:558 0FF:42 0C0:29 080:24 001:18 002:15 060:12 0F8:11,p0r0h0v0:740 p1r0h0v0:30 p0r0h0v1:23 p0r0h1v0:23
5000,0000,2,4.5611,1.0,0.3672,0.2832,125,0.8779,0.4697,0.8203,0.7429,202:92 213:90 203:84 212:79 103:48 102:48 312:39 112:34,p7r1h0v0:290 p6r1h0v1:138 p1r1h0v0:95 p7r1h0v1:86
5000,0000,4,4.5611,1.0,0.3672,0.2832,125,0.8779,0.4697,0.8203,0.7429,202:92 213:90 203:84 212:79 103:48 102:48 312:39 112:34,p7r1h0v0:290 p6r1h0v1:138 p1r1h0v0:95 p7r1h0v1:86
5000,2000,2,4.5611,1.0,0.3672,0.2832,125,0.8779,0.4697,0.8203,0.7429,202:92 213:90 203:84 212:79 103:48 102:48 312:39 112:34,p7r1h0v0:290 p6r1h0v1:138 p1r1h0v0:95 p7r1h0v1:86
5000,4000,2,4.5611,1.0,0.3672,0.2832,125,0.8779,0.4697,0.8203,0.7429,202:92 213:90 203:84 212:79 103:48 102:48 312:39 112:34,p7r1h0v0:290 p6r1h0v1:138 p1r1h0v0:95 p7r1h0v1:86
4000,8000,4,4.5374,0.7988,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
2800,4000,4,4.5255,0.8145,0.6045,0.3477,110,0.8926,0.4844,0.9639,0.7046,104:52 113:49 102:48 312:42 103:41 313:37 112:36 304:35,p6r1h0v1:356 p6r1h0v0:263 p7r1h0v1:103 p1r1h0v0:91
9000,8000,2,4.5225,0.0,0.6338,0.4336,13,0.9873,0.3115,0.2266,0.9698,0FF:703 2FF:139 1FF:104 3FF:62 341:4 300:3 302:2 342:2,p0r0h0v0:444 p0r0h1v0:63 p4r0h0v0:60 p0r0h0v1:40
C800,0000,2,4.5177,1.0,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
C800,0000,4,4.5177,1.0,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
C800,2000,2,4.5177,1.0,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
C800,4000,2,4.5177,1.0,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
2800,C000,2,4.5152,0.8076,0.6045,0.3477,110,0.8926,0.4844,0.9639,0.7046,104:52 113:49 102:48 312:42 103:41 313:37 112:36 304:35,p6r1h0v1:356 p6r1h0v0:263 p7r1h0v1:103 p1r1h0v0:91
3000,0000,2,4.5046,1.0,0.377,0.3721,164,0.8398,0.335,0.7881,0.6391,313:62 102:60 112:53 303:51 103:50 302:49 312:48 113:46,p6r1h0v0:381 p2r0h1v0:189 p1r1h0v0:124 p7r1h0v0:78
3000,0000,4,4.5046,1.0,0.377,0.3721,164,0.8398,0.335,0.7881,0.6391,313:62 102:60 112:53 303:51 103:50 302:49 312:48 113:46,p6r1h0v0:381 p2r0h1v0:189 p1r1h0v0:124 p7r1h0v0:78
3000,2000,2,4.5046,1.0,0.377,0.3721,164,0.8398,0.335,0.7881,0.6391,313:62 102:60 112:53 303:51 103:50 302:49 312:48 113:46,p6r1h0v0:381 p2r0h1v0:189 p1r1h0v0:124 p7r1h0v0:78
3000,4000,2,4.5046,1.0,0.377,0.3721,164,0.8398,0.335,0.7881,0.6391,313:62 102:60 112:53 303:51 103:50 302:49 312:48 113:46,p6r1h0v0:381 p2r0h1v0:189 p1r1h0v0:124 p7r1h0v0:78
1000,6000,4,4.4782,0.5625,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
1000,A000,2,4.4782,0.5625,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
6800,A000,4,4.4762,0.4258,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
0800,6000,4,4.4716,0.5732,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0800,A000,2,4.4716,0.5732,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
2800,2000,4,4.4654,0.7744,0.6045,0.3477,110,0.8926,0.4844,0.9639,0.7046,104:52 113:49 102:48 312:42 103:41 313:37 112:36 304:35,p6r1h0v1:356 p6r1h0v0:263 p7r1h0v1:103 p1r1h0v0:91
1000,A000,4,4.4489,0.543,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
8800,8000,4,4.4459,0.0527,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
7000,8000,2,4.4314,0.6592,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7000,8000,4,4.4314,0.6592,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
1800,0000,2,4.4155,1.0,0.1846,0.1846,104,0.8984,0.3555,0.8105,0.7863,103:126 102:114 112:74 213:69 113:68 212:61 202:54 203:40,p1r1h0v0:189 p3r1h0v0:132 p0r1h0v0:116 p5r1h0v1:111
1800,0000,4,4.4155,1.0,0.1846,0.1846,104,0.8984,0.3555,0.8105,0.7863,103:126 102:114 112:74 213:69 113:68 212:61 202:54 203:40,p1r1h0v0:189 p3r1h0v0:132 p0r1h0v0:116 p5r1h0v1:111
1800,2000,2,4.4155,1.0,0.1846,0.1846,104,0.8984,0.3555,0.8105,0.7863,103:126 102:114 112:74 213:69 113:68 212:61 202:54 203:40,p1r1h0v0:189 p3r1h0v0:132 p0r1h0v0:116 p5r1h0v1:111
1800,4000,2,4.4155,1.0,0.1846,0.1846,104,0.8984,0.3555,0.8105,0.7863,103:126 102:114 112:74 213:69 113:68 212:61 202:54 203:40,p1r1h0v0:189 p3r1h0v0:132 p0r1h0v0:116 p5r1h0v1:111
7800,4000,4,4.4085,0.6367,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7800,6000,2,4.4085,0.6367,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7800,C000,2,4.4085,0.6367,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
8800,E000,2,4.4064,0.0264,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
C800,6000,2,4.3932,0.917,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
6000,8000,2,4.3921,0.7295,0.3057,0.1934,61,0.9404,0.3428,0.7793,0.8558,212:108 213:96 202:89 203:81 113:77 103:76 102:72 112:63,p6r1h0v0:198 p7r1h0v0:150 p4r1h0v0:142 p3r1h0v0:90
8800,8000,2,4.3888,0.0146,0.6279,0.5186,46,0.9551,0.2998,0.2227,0.8659,000:355 0FF:303 2FF:142 2E7:35 1FF:26 03C:24 3FF:18 07E:18,p0r0h0v0:531 p0r0h1v0:80 p7r1h0v0:38 p7r1h1v0:32
C800,C000,2,4.3844,0.9111,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
6000,8000,4,4.3672,0.7129,0.3057,0.1934,61,0.9404,0.3428,0.7793,0.8558,212:108 213:96 202:89 203:81 113:77 103:76 102:72 112:63,p6r1h0v0:198 p7r1h0v0:150 p4r1h0v0:142 p3r1h0v0:90
C800,6000,4,4.3668,0.8994,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
0800,A000,4,4.3617,0.5,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
7800,8000,2,4.3513,0.5986,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
7800,8000,4,4.3513,0.5986,0.2217,0.2188,16,0.9844,0.5996,0.4033,0.9355,202:105 203:102 212:83 213:82 312:78 313:75 103:68 112:60,p2r0h1v0:224 p1r1h0v0:150 p7r1h0v0:117 p3r0h1v0:111
6800,E000,2,4.3502,0.3418,0.3477,0.3467,19,0.9814,0.2031,0.7979,0.9375,102:110 212:110 213:103 103:100 203:94 202:80 112:74 313:74,p6r1h0v0:355 p7r1h0v0:170 p3r1h0v0:117 p4r1h0v0:111
2000,0000,2,4.313,1.0,0.3311,0.3027,162,0.8418,0.3574,0.9561,0.6512,104:62 112:62 103:61 113:60 102:57 105:35 313:28 114:28,p1r1h0v0:310 p6r1h0v1:172 p6r1h0v0:167 p7r1h0v1:125
2000,0000,4,4.313,1.0,0.3311,0.3027,162,0.8418,0.3574,0.9561,0.6512,104:62 112:62 103:61 113:60 102:57 105:35 313:28 114:28,p1r1h0v0:310 p6r1h0v1:172 p6r1h0v0:167 p7r1h0v1:125
2000,2000,2,4.313,1.0,0.3311,0.3027,162,0.8418,0.3574,0.9561,0.6512,104:62 112:62 103:61 113:60 102:57 105:35 313:28 114:28,p1r1h0v0:310 p6r1h0v1:172 p6r1h0v0:167 p7r1h0v1:125
2000,4000,2,4.313,1.0,0.3311,0.3027,162,0.8418,0.3574,0.9561,0.6512,104:62 112:62 103:61 113:60 102:57 105:35 313:28 114:28,p1r1h0v0:310 p6r1h0v1:172 p6r1h0v0:167 p7r1h0v1:125
6000,A000,2,4.3115,0.6758,0.3057,0.1934,61,0.9404,0.3428,0.7793,0.8558,212:108 213:96 202:89 203:81 113:77 103:76 102:72 112:63,p6r1h0v0:198 p7r1h0v0:150 p4r1h0v0:142 p3r1h0v0:90
7000,4000,4,4.3098,0.5781,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7000,6000,2,4.3098,0.5781,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
7000,C000,2,4.3098,0.5781,0.2178,0.2178,16,0.9844,0.5596,0.4756,0.9355,203:114 213:109 212:108 202:101 103:70 312:65 113:63 302:62,p7r1h0v0:223 p1r1h0v0:154 p3r0h1v0:144 p5r0h1v0:84
C800,4000,4,4.3067,0.8594,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
C000,0000,2,4.2989,1.0,0.4951,0.3721,221,0.7842,0.3555,0.3047,0.4194,000:326 0E0:34 0F8:24 0C0:21 0F0:20 040:20 080:17 008:16,p0r0h0v0:381 p7r0h0v0:32 p2r0h0v0:31 p0r0h1v0:31
C000,0000,4,4.2989,1.0,0.4951,0.3721,221,0.7842,0.3555,0.3047,0.4194,000:326 0E0:34 0F8:24 0C0:21 0F0:20 040:20 080:17 008:16,p0r0h0v0:381 p7r0h0v0:32 p2r0h0v0:31 p0r0h1v0:31
C000,2000,2,4.2989,1.0,0.4951,0.3721,221,0.7842,0.3555,0.3047,0.4194,000:326 0E0:34 0F8:24 0C0:21 0F0:20 040:20 080:17 008:16,p0r0h0v0:381 p7r0h0v0:32 p2r0h0v0:31 p0r0h1v0:31
C000,4000,2,4.2989,1.0,0.4951,0.3721,221,0.7842,0.3555,0.3047,0.4194,000:326 0E0:34 0F8:24 0C0:21 0F0:20 040:20 080:17 008:16,p0r0h0v0:381 p7r0h0v0:32 p2r0h0v0:31 p0r0h1v0:31
5000,2000,4,4.2959,0.8232,0.3672,0.2832,125,0.8779,0.4697,0.8203,0.7429,202:92 213:90 203:84 212:79 103:48 102:48 312:39 112:34,p7r1h0v0:290 p6r1h0v1:138 p1r1h0v0:95 p7r1h0v1:86
1000,E000,2,4.2907,0.4375,0.3096,0.2744,16,0.9844,0.3018,0.8281,0.9355,103:140 102:131 213:109 212:90 113:89 112:88 202:57 203:54,p0r1h0v0:281 p1r1h0v0:183 p5r1h0v1:87 p6r1h0v0:76
2800,6000,4,4.2794,0.6504,0.6045,0.3477,110,0.8926,0.4844,0.9639,0.7046,104:52 113:49 102:48 312:42 103:41 313:37 112:36 304:35,p6r1h0v1:356 p6r1h0v0:263 p7r1h0v1:103 p1r1h0v0:91
5800,0000,2,4.2691,1.0,0.2607,0.21,120,0.8828,0.7373,0.6143,0.7399,202:94 203:93 212:74 213:72 113:68 112:62 103:42 302:39,p6r1h0v1:215 p7r1h0v0:183 p5r0h1v0:145 p7r1h0v1:84
5800,0000,4,4.2691,1.0,0.2607,0.21,120,0.8828,0.7373,0.6143,0.7399,202:94 203:93 212:74 213:72 113:68 112:62 103:42 302:39,p6r1h0v1:215 p7r1h0v0:183 p5r0h1v0:145 p7r1h0v1:84
5800,2000,2,4.2691,1.0,0.2607,0.21,120,0.8828,0.7373,0.6143,0.7399,202:94 203:93 212:74 213:72 113:68 112:62 103:42 302:39,p6r1h0v1:215 p7r1h0v0:183 p5r0h1v0:145 p7r1h0v1:84
5800,4000,2,4.2691,1.0,0.2607,0.21,120,0.8828,0.7373,0.6143,0.7399,202:94 203:93 212:74 213:72 113:68 112:62 103:42 302:39,p6r1h0v1:215 p7r1h0v0:183 p5r0h1v0:145 p7r1h0v1:84
1800,2000,4,4.2661,0.9004,0.1846,0.1846,104,0.8984,0.3555,0.8105,0.7863,103:126 102:114 112:74 213:69 113:68 212:61 202:54 203:40,p1r1h0v0:189 p3r1h0v0:132 p0r1h0v0:116 p5r1h0v1:111
6000,6000,4,4.2661,0.6455,0.3057,0.1934,61,0.9404,0.3428,0.7793,0.8558,212:108 213:96 202:89 203:81 113:77 103:76 102:72 112:63,p6r1h0v0:198 p7r1h0v0:150 p4r1h0v0:142 p3r1h0v0:90
3000,6000,2,4.2614,0.8379,0.377,0.3721,164,0.8398,0.335,0.7881,0.6391,313:62 102:60 112:53 303:51 103:50 302:49 312:48 113:46,p6r1h0v0:381 p2r0h1v0:189 p1r1h0v0:124 p7r1h0v0:78
C800,2000,4,4.2613,0.8291,0.4463,0.3008,143,0.8604,0.3721,0.3223,0.5484,000:286 0F0:50 0F8:43 0E0:35 0C0:33 0FC:30 080:27 33F:18,p0r0h0v0:308 p1r0h0v0:44 p7r0h0v0:44 p3r0h0v0:43
0800,E000,2,4.2519,0.4268,0.249,0.249,16,0.9844,0.1719,0.832,0.9375,113:119 102:117 103:103 203:102 112:98 212:80 202:73 213:65,p1r1h0v0:255 p3r1h0v0:200 p0r1h0v0:165 p2r1h0v0:111
0000,C000,4,4.2444,0.1162,0.4092,0.4092,16,0.9844,0.0156,0.9219,0.9456,113:142 112:138 103:126 102:120 202:86 203:83 212:63 213:55,p1r1h0v0:419 p2r1h0v0:185 p3r1h0v0:155 p0r1h0v0:112
4000,4000,4,4.2283,0.5928,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
4000,6000,2,4.2283,0.5928,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
4000,C000,2,4.1932,0.5693,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
4000,6000,4,4.1844,0.5635,0.3252,0.3184,92,0.9102,0.1904,0.8994,0.7923,203:82 112:82 113:81 202:77 103:72 102:70 213:63 212:62,p1r1h0v0:326 p7r1h0v0:283 p0r1h0v0:140 p0r0h1v0:103
3800,6000,2,4.1802,0.7305,0.1943,0.1768,53,0.9482,0.3564,0.748,0.8175,313:73 212:68 103:65 302:59 303:55 312:55 102:54 213:52,p2r0h1v0:181 p6r1h0v0:170 p7r1h0v0:156 p1r1h0v0:147
